净值日期,累计收益率
2020-07-08,0.0
2020-07-09,1.35
2020-07-10,-0.2
2020-07-13,1.86
2020-07-14,0.98
2020-07-15,-0.01
2020-07-16,-4.53
2020-07-17,-3.88
2020-07-20,-1.14
2020-07-21,-0.91
2020-07-22,-0.34
2020-07-23,-0.33
2020-07-24,-4.47
2020-07-27,-4.03
2020-07-28,-3.25
2020-07-29,-1.0
2020-07-30,-1.45
2020-07-31,-0.65
2020-08-03,0.86
2020-08-04,0.95
2020-08-05,0.97
2020-08-06,0.66
2020-08-07,-0.41
2020-08-10,-0.05
2020-08-11,-0.9
2020-08-12,-1.58
2020-08-13,-1.75
2020-08-14,-0.32
2020-08-17,1.91
2020-08-18,1.86
2020-08-19,0.45
2020-08-20,-0.76
2020-08-21,0.03
2020-08-24,0.89
2020-08-25,1.02
2020-08-26,-0.1
2020-08-27,0.4
2020-08-28,2.69
2020-08-31,2.14
2020-09-01,2.66
2020-09-02,2.7
2020-09-03,2.17
2020-09-04,1.24
2020-09-07,-0.77
2020-09-08,-0.27
2020-09-09,-2.48
2020-09-10,-2.52
2020-09-11,-1.62
2020-09-14,-1.16
2020-09-15,-0.4
2020-09-16,-0.96
2020-09-17,-1.41
2020-09-18,0.69
2020-09-21,-0.21
2020-09-22,-1.32
2020-09-23,-0.98
2020-09-24,-2.76
2020-09-25,-2.62
2020-09-28,-2.35
2020-09-29,-2.15
2020-09-30,-2.25
2020-10-09,-0.4
2020-10-12,2.46
2020-10-13,2.79
2020-10-14,2.15
2020-10-15,2.05
2020-10-16,1.91
2020-10-19,1.17
2020-10-20,1.94
2020-10-21,1.92
2020-10-22,1.63
2020-10-23,0.45
2020-10-26,-0.09
2020-10-27,0.08
2020-10-28,0.86
2020-10-29,1.67
2020-10-30,0.1
2020-11-02,0.63
2020-11-03,1.77
2020-11-04,2.5
2020-11-05,3.95
2020-11-06,3.95
2020-11-09,5.91
2020-11-10,5.34
2020-11-11,4.34
2020-11-12,4.43
2020-11-13,3.38
2020-11-16,4.33
2020-11-17,4.14
2020-11-18,4.09
2020-11-19,4.82
2020-11-20,5.13
2020-11-23,6.37
2020-11-24,5.76
2020-11-25,4.49
2020-11-26,4.65
2020-11-27,5.91
2020-11-30,5.53
2020-12-01,7.66
2020-12-02,7.67
2020-12-03,7.48
2020-12-04,7.65
2020-12-07,6.79
2020-12-08,6.55
2020-12-09,5.2
2020-12-10,5.15
2020-12-11,4.08
2020-12-14,4.98
2020-12-15,5.2
2020-12-16,5.4
2020-12-17,6.68
2020-12-18,6.34
2020-12-21,7.29
2020-12-22,5.65
2020-12-23,6.5
2020-12-24,6.37
2020-12-25,7.22
2020-12-28,7.67
2020-12-29,7.25
2020-12-30,8.68
2020-12-31,10.64
2021-01-04,11.79
2021-01-05,13.79
2021-01-06,14.75
2021-01-07,16.67
2021-01-08,16.32
