净值日期,累计收益率
2020-07-08,0.0
2020-07-09,1.58
2020-07-10,0.14
2020-07-13,2.3
2020-07-14,1.43
2020-07-15,0.55
2020-07-16,-3.25
2020-07-17,-2.45
2020-07-20,0.5
2020-07-21,0.82
2020-07-22,1.59
2020-07-23,1.63
2020-07-24,-2.73
2020-07-27,-2.25
2020-07-28,-1.41
2020-07-29,1.17
2020-07-30,0.73
2020-07-31,1.74
2020-08-03,3.42
2020-08-04,3.5
2020-08-05,3.54
2020-08-06,3.29
2020-08-07,2.22
2020-08-10,2.73
2020-08-11,1.83
2020-08-12,1.12
2020-08-13,0.9
2020-08-14,2.46
2020-08-17,4.95
2020-08-18,5.08
2020-08-19,3.59
2020-08-20,2.31
2020-08-21,3.18
2020-08-24,4.41
2020-08-25,4.59
2020-08-26,3.41
2020-08-27,3.96
2020-08-28,6.54
2020-08-31,5.92
2020-09-01,6.61
2020-09-02,6.66
2020-09-03,6.09
2020-09-04,5.13
2020-09-07,2.91
2020-09-08,3.42
2020-09-09,1.02
2020-09-10,1.07
2020-09-11,2.09
2020-09-14,2.58
2020-09-15,3.42
2020-09-16,2.89
2020-09-17,2.6
2020-09-18,4.85
2020-09-21,3.9
2020-09-22,2.77
2020-09-23,3.17
2020-09-24,1.37
2020-09-25,1.51
2020-09-28,1.91
2020-09-29,2.15
2020-09-30,2.04
2020-10-09,4.09
2020-10-12,7.27
2020-10-13,7.67
2020-10-14,6.98
2020-10-15,6.88
2020-10-16,6.76
2020-10-19,5.94
2020-10-20,6.81
2020-10-21,6.79
2020-10-22,6.52
2020-10-23,5.21
2020-10-26,4.66
2020-10-27,4.9
2020-10-28,5.78
2020-10-29,6.82
2020-10-30,5.11
2020-11-02,5.72
2020-11-03,6.97
2020-11-04,7.76
2020-11-05,9.42
2020-11-06,9.4
2020-11-09,11.64
2020-11-10,11.02
2020-11-11,9.94
2020-11-12,10.07
2020-11-13,8.92
2020-11-16,9.97
2020-11-17,9.73
2020-11-18,9.73
2020-11-19,10.58
2020-11-20,10.9
2020-11-23,12.28
2020-11-24,11.67
2020-11-25,10.24
2020-11-26,10.41
2020-11-27,11.81
2020-11-30,11.4
2020-12-01,13.75
2020-12-02,13.8
2020-12-03,13.63
2020-12-04,13.86
2020-12-07,13.02
2020-12-08,12.74
2020-12-09,11.25
2020-12-10,11.22
2020-12-11,10.02
2020-12-14,11.05
2020-12-15,11.34
2020-12-16,11.65
2020-12-17,13.1
2020-12-18,12.72
2020-12-21,13.82
2020-12-22,12.05
2020-12-23,13.04
2020-12-24,12.89
2020-12-25,13.9
2020-12-28,14.38
2020-12-29,13.89
2020-12-30,15.62
2020-12-31,17.91
2021-01-04,19.22
2021-01-05,21.45
2021-01-06,22.5
2021-01-07,24.74
2021-01-08,24.3
