净值日期,累计收益率
2020-07-08,0.0
2020-07-09,1.26
2020-07-10,-0.5
2020-07-13,0.98
2020-07-14,0.0
2020-07-15,-1.06
2020-07-16,-4.86
2020-07-17,-3.3
2020-07-20,-0.09
2020-07-21,0.34
2020-07-22,0.66
2020-07-23,0.12
2020-07-24,-4.69
2020-07-27,-4.42
2020-07-28,-3.3
2020-07-29,-1.32
2020-07-30,-1.8
2020-07-31,-0.96
2020-08-03,0.44
2020-08-04,0.7
2020-08-05,0.77
2020-08-06,0.6
2020-08-07,-0.21
2020-08-10,0.34
2020-08-11,-0.39
2020-08-12,-1.27
2020-08-13,-1.42
2020-08-14,0.47
2020-08-17,3.1
2020-08-18,3.5
2020-08-19,2.16
2020-08-20,0.69
2020-08-21,1.97
2020-08-24,2.58
2020-08-25,2.49
2020-08-26,1.53
2020-08-27,2.27
2020-08-28,4.96
2020-08-31,4.04
2020-09-01,4.78
2020-09-02,4.95
2020-09-03,4.33
2020-09-04,3.49
2020-09-07,1.45
2020-09-08,2.19
2020-09-09,-0.33
2020-09-10,-0.45
2020-09-11,0.4
2020-09-14,0.8
2020-09-15,1.46
2020-09-16,1.04
2020-09-17,0.5
2020-09-18,2.93
2020-09-21,1.64
2020-09-22,0.02
2020-09-23,0.41
2020-09-24,-1.45
2020-09-25,-1.32
2020-09-28,-1.18
2020-09-29,-1.05
2020-09-30,-1.23
2020-10-09,0.24
2020-10-12,2.83
2020-10-13,3.06
2020-10-14,2.08
2020-10-15,1.93
2020-10-16,1.86
2020-10-19,0.84
2020-10-20,1.55
2020-10-21,1.72
2020-10-22,1.22
2020-10-23,0.19
2020-10-26,-0.39
2020-10-27,-0.2
2020-10-28,0.64
2020-10-29,1.37
2020-10-30,-0.29
2020-11-02,0.08
2020-11-03,1.31
2020-11-04,2.01
2020-11-05,2.99
2020-11-06,2.73
2020-11-09,4.5
2020-11-10,4.06
2020-11-11,3.31
2020-11-12,3.61
2020-11-13,2.6
2020-11-16,3.7
2020-11-17,3.6
2020-11-18,3.8
2020-11-19,4.65
2020-11-20,4.68
2020-11-23,5.72
2020-11-24,5.3
2020-11-25,4.27
2020-11-26,4.44
2020-11-27,5.59
2020-11-30,5.42
2020-12-01,7.52
2020-12-02,8.06
2020-12-03,7.45
2020-12-04,7.29
2020-12-07,6.21
2020-12-08,6.02
2020-12-09,4.46
2020-12-10,4.19
2020-12-11,3.18
2020-12-14,4.27
2020-12-15,4.54
2020-12-16,4.82
2020-12-17,5.98
2020-12-18,5.31
2020-12-21,6.1
2020-12-22,4.48
2020-12-23,5.11
2020-12-24,5.17
2020-12-25,5.78
2020-12-28,6.52
2020-12-29,5.98
2020-12-30,7.38
2020-12-31,9.83
2021-01-04,10.66
2021-01-05,12.1
2021-01-06,12.81
2021-01-07,14.45
2021-01-08,14.29
