净值日期,累计收益率
2020-07-08,0.0
2020-07-09,2.14
2020-07-10,1.05
2020-07-13,3.28
2020-07-14,2.65
2020-07-15,1.95
2020-07-16,0.55
2020-07-17,1.18
2020-07-20,4.8
2020-07-21,4.86
2020-07-22,5.89
2020-07-23,5.77
2020-07-24,1.25
2020-07-27,1.77
2020-07-28,2.72
2020-07-29,5.45
2020-07-30,5.33
2020-07-31,6.27
2020-08-03,7.75
2020-08-04,7.87
2020-08-05,7.85
2020-08-06,7.74
2020-08-07,6.61
2020-08-10,7.29
2020-08-11,6.44
2020-08-12,6.07
2020-08-13,5.83
2020-08-14,7.35
2020-08-17,9.86
2020-08-18,10.01
2020-08-19,8.66
2020-08-20,7.38
2020-08-21,8.2
2020-08-24,8.95
2020-08-25,9.05
2020-08-26,7.91
2020-08-27,8.42
2020-08-28,11.0
2020-08-31,10.4
2020-09-01,10.75
2020-09-02,10.58
2020-09-03,10.19
2020-09-04,9.07
2020-09-07,6.78
2020-09-08,7.39
2020-09-09,4.73
2020-09-10,4.42
2020-09-11,5.12
2020-09-14,5.59
2020-09-15,6.53
2020-09-16,5.98
2020-09-17,5.53
2020-09-18,7.86
2020-09-21,7.11
2020-09-22,5.85
2020-09-23,5.96
2020-09-24,4.03
2020-09-25,4.11
2020-09-28,4.29
2020-09-29,4.65
2020-09-30,4.35
2020-10-09,6.37
2020-10-12,8.94
2020-10-13,9.29
2020-10-14,8.8
2020-10-15,8.53
2020-10-16,8.66
2020-10-19,7.76
2020-10-20,8.3
2020-10-21,8.15
2020-10-22,7.8
2020-10-23,6.52
2020-10-26,6.14
2020-10-27,6.14
2020-10-28,6.59
2020-10-29,7.52
2020-10-30,5.44
2020-11-02,5.59
2020-11-03,6.88
2020-11-04,7.31
2020-11-05,8.6
2020-11-06,8.42
2020-11-09,10.66
2020-11-10,9.77
2020-11-11,9.01
2020-11-12,9.15
2020-11-13,8.05
2020-11-16,9.65
2020-11-17,9.54
2020-11-18,10.05
2020-11-19,10.7
2020-11-20,11.05
2020-11-23,12.41
2020-11-24,12.22
2020-11-25,10.59
2020-11-26,10.76
2020-11-27,12.1
2020-11-30,11.66
2020-12-01,13.72
2020-12-02,13.83
2020-12-03,13.71
2020-12-04,13.76
2020-12-07,13.01
2020-12-08,12.74
2020-12-09,10.93
2020-12-10,11.06
2020-12-11,9.95
2020-12-14,10.65
2020-12-15,10.82
2020-12-16,11.13
2020-12-17,12.9
2020-12-18,12.46
2020-12-21,13.54
2020-12-22,11.76
2020-12-23,12.27
2020-12-24,11.84
2020-12-25,12.76
2020-12-28,13.38
2020-12-29,12.93
2020-12-30,14.48
2020-12-31,16.5
2021-01-04,17.74
2021-01-05,20.03
2021-01-06,21.31
2021-01-07,22.88
2021-01-08,22.56
