净值日期,累计收益率
2020-07-08,0.0
2020-07-09,1.34
2020-07-10,-0.27
2020-07-13,1.74
2020-07-14,0.88
2020-07-15,-0.23
2020-07-16,-4.7
2020-07-17,-4.05
2020-07-20,-1.38
2020-07-21,-1.17
2020-07-22,-0.68
2020-07-23,-0.66
2020-07-24,-4.76
2020-07-27,-4.32
2020-07-28,-3.54
2020-07-29,-1.39
2020-07-30,-1.83
2020-07-31,-1.07
2020-08-03,0.42
2020-08-04,0.51
2020-08-05,0.54
2020-08-06,0.25
2020-08-07,-0.81
2020-08-10,-0.49
2020-08-11,-1.33
2020-08-12,-1.99
2020-08-13,-2.22
2020-08-14,-0.8
2020-08-17,1.37
2020-08-18,1.32
2020-08-19,-0.1
2020-08-20,-1.29
2020-08-21,-0.49
2020-08-24,0.24
2020-08-25,0.35
2020-08-26,-0.75
2020-08-27,-0.25
2020-08-28,1.98
2020-08-31,1.42
2020-09-01,1.94
2020-09-02,1.97
2020-09-03,1.43
2020-09-04,0.49
2020-09-07,-1.52
2020-09-08,-1.02
2020-09-09,-3.21
2020-09-10,-3.27
2020-09-11,-2.37
2020-09-14,-1.92
2020-09-15,-1.18
2020-09-16,-1.75
2020-09-17,-2.24
2020-09-18,-0.18
2020-09-21,-1.1
2020-09-22,-2.19
2020-09-23,-1.86
2020-09-24,-3.62
2020-09-25,-3.49
2020-09-28,-3.27
2020-09-29,-3.08
2020-09-30,-3.18
2020-10-09,-1.37
2020-10-12,1.37
2020-10-13,1.7
2020-10-14,1.05
2020-10-15,0.89
2020-10-16,0.75
2020-10-19,0.03
2020-10-20,0.78
2020-10-21,0.76
2020-10-22,0.46
2020-10-23,-0.71
2020-10-26,-1.26
2020-10-27,-1.09
2020-10-28,-0.34
2020-10-29,0.35
2020-10-30,-1.17
2020-11-02,-0.69
2020-11-03,0.43
2020-11-04,1.14
2020-11-05,2.56
2020-11-06,2.56
2020-11-09,4.43
2020-11-10,3.89
2020-11-11,2.91
2020-11-12,3.0
2020-11-13,1.97
2020-11-16,2.87
2020-11-17,2.69
2020-11-18,2.62
2020-11-19,3.33
2020-11-20,3.63
2020-11-23,4.83
2020-11-24,4.22
2020-11-25,2.98
2020-11-26,3.16
2020-11-27,4.37
2020-11-30,3.95
2020-12-01,6.02
2020-12-02,6.02
2020-12-03,5.81
2020-12-04,5.99
2020-12-07,5.15
2020-12-08,4.92
2020-12-09,3.62
2020-12-10,3.58
2020-12-11,2.58
2020-12-14,3.41
2020-12-15,3.62
2020-12-16,3.8
2020-12-17,5.04
2020-12-18,4.69
2020-12-21,5.61
2020-12-22,4.0
2020-12-23,4.83
2020-12-24,4.69
2020-12-25,5.53
2020-12-28,5.97
2020-12-29,5.56
2020-12-30,6.94
2020-12-31,7.55
2021-01-04,8.6
2021-01-05,10.72
2021-01-06,11.61
2021-01-07,13.35
2021-01-08,13.01
