净值日期,累计收益率
2020-07-08,0.0
2020-07-09,1.44
2020-07-10,-0.17
2020-07-13,1.99
2020-07-14,1.07
2020-07-15,0.12
2020-07-16,-3.35
2020-07-17,-2.83
2020-07-20,-0.01
2020-07-21,0.25
2020-07-22,0.85
2020-07-23,0.88
2020-07-24,-3.38
2020-07-27,-2.91
2020-07-28,-2.09
2020-07-29,0.19
2020-07-30,-0.28
2020-07-31,0.57
2020-08-03,2.16
2020-08-04,2.25
2020-08-05,2.28
2020-08-06,2.0
2020-08-07,0.89
2020-08-10,1.27
2020-08-11,0.38
2020-08-12,-0.29
2020-08-13,-0.45
2020-08-14,1.03
2020-08-17,3.34
2020-08-18,3.38
2020-08-19,1.89
2020-08-20,0.63
2020-08-21,1.48
2020-08-24,2.54
2020-08-25,2.68
2020-08-26,1.51
2020-08-27,2.03
2020-08-28,4.44
2020-08-31,3.86
2020-09-01,4.42
2020-09-02,4.47
2020-09-03,3.92
2020-09-04,2.95
2020-09-07,0.85
2020-09-08,1.37
2020-09-09,-0.88
2020-09-10,-0.92
2020-09-11,0.02
2020-09-14,0.51
2020-09-15,1.28
2020-09-16,0.71
2020-09-17,0.26
2020-09-18,2.43
2020-09-21,1.5
2020-09-22,0.38
2020-09-23,0.73
2020-09-24,-1.09
2020-09-25,-0.95
2020-09-28,-0.63
2020-09-29,-0.42
2020-09-30,-0.52
2020-10-09,1.42
2020-10-12,4.33
2020-10-13,4.67
2020-10-14,4.0
2020-10-15,3.92
2020-10-16,3.78
2020-10-19,3.03
2020-10-20,3.81
2020-10-21,3.8
2020-10-22,3.5
2020-10-23,2.27
2020-10-26,1.71
2020-10-27,1.88
2020-10-28,2.67
2020-10-29,3.44
2020-10-30,1.82
2020-11-02,2.34
2020-11-03,3.52
2020-11-04,4.27
2020-11-05,5.78
2020-11-06,5.79
2020-11-09,7.81
2020-11-10,7.23
2020-11-11,6.22
2020-11-12,6.34
2020-11-13,5.27
2020-11-16,6.25
2020-11-17,6.06
2020-11-18,5.99
2020-11-19,6.74
2020-11-20,7.06
2020-11-23,8.35
2020-11-24,7.74
2020-11-25,6.41
2020-11-26,6.58
2020-11-27,7.88
2020-11-30,7.45
2020-12-01,9.67
2020-12-02,9.67
2020-12-03,9.46
2020-12-04,9.65
2020-12-07,8.76
2020-12-08,8.49
2020-12-09,7.09
2020-12-10,7.04
2020-12-11,5.9
2020-12-14,6.84
2020-12-15,7.07
2020-12-16,7.3
2020-12-17,8.63
2020-12-18,8.26
2020-12-21,9.24
2020-12-22,7.52
2020-12-23,8.42
2020-12-24,8.28
2020-12-25,9.15
2020-12-28,9.62
2020-12-29,9.18
2020-12-30,10.65
2020-12-31,12.68
2021-01-04,13.86
2021-01-05,15.97
2021-01-06,17.01
2021-01-07,19.04
2021-01-08,18.65
