净值日期,累计收益率
2020-07-08,0.0
2020-07-09,1.23
2020-07-10,-0.59
2020-07-13,1.28
2020-07-14,0.48
2020-07-15,-0.16
2020-07-16,-4.39
2020-07-17,-3.43
2020-07-20,-0.37
2020-07-21,-0.27
2020-07-22,0.43
2020-07-23,0.16
2020-07-24,-3.96
2020-07-27,-3.53
2020-07-28,-2.62
2020-07-29,-0.48
2020-07-30,-1.12
2020-07-31,-0.43
2020-08-03,0.97
2020-08-04,1.14
2020-08-05,1.08
2020-08-06,1.03
2020-08-07,0.19
2020-08-10,0.86
2020-08-11,0.13
2020-08-12,-0.48
2020-08-13,-0.65
2020-08-14,1.08
2020-08-17,3.54
2020-08-18,3.82
2020-08-19,2.14
2020-08-20,0.97
2020-08-21,1.7
2020-08-24,2.7
2020-08-25,2.93
2020-08-26,1.75
2020-08-27,2.14
2020-08-28,4.83
2020-08-31,4.05
2020-09-01,4.55
2020-09-02,4.66
2020-09-03,4.1
2020-09-04,3.21
2020-09-07,0.91
2020-09-08,1.64
2020-09-09,-0.6
2020-09-10,-0.32
2020-09-11,0.58
2020-09-14,1.08
2020-09-15,1.75
2020-09-16,1.19
2020-09-17,0.91
2020-09-18,3.04
2020-09-21,2.2
2020-09-22,1.08
2020-09-23,1.53
2020-09-24,-0.15
2020-09-25,-0.04
2020-09-28,0.35
2020-09-29,0.47
2020-09-30,0.35
2020-10-09,2.31
2020-10-12,4.89
2020-10-13,5.39
2020-10-14,4.77
2020-10-15,4.72
2020-10-16,4.66
2020-10-19,3.82
2020-10-20,4.61
2020-10-21,4.61
2020-10-22,3.99
2020-10-23,2.48
2020-10-26,2.09
2020-10-27,2.37
2020-10-28,3.26
2020-10-29,4.44
2020-10-30,2.59
2020-11-02,3.38
2020-11-03,4.38
2020-11-04,5.5
2020-11-05,7.07
2020-11-06,6.73
2020-11-09,8.58
2020-11-10,7.91
2020-11-11,7.07
2020-11-12,7.4
2020-11-13,6.17
2020-11-16,6.9
2020-11-17,6.68
2020-11-18,6.45
2020-11-19,7.63
2020-11-20,7.96
2020-11-23,9.19
2020-11-24,8.52
2020-11-25,7.24
2020-11-26,7.29
2020-11-27,8.88
2020-11-30,8.53
2020-12-01,10.7
2020-12-02,10.76
2020-12-03,10.46
2020-12-04,10.64
2020-12-07,10.17
2020-12-08,9.82
2020-12-09,8.53
2020-12-10,8.76
2020-12-11,7.88
2020-12-14,8.64
2020-12-15,9.05
2020-12-16,9.23
2020-12-17,10.41
2020-12-18,10.11
2020-12-21,11.35
2020-12-22,9.88
2020-12-23,11.23
2020-12-24,11.4
2020-12-25,12.46
2020-12-28,13.05
2020-12-29,12.11
2020-12-30,13.84
2020-12-31,15.75
2021-01-04,17.1
2021-01-05,19.26
2021-01-06,20.68
2021-01-07,23.09
2021-01-08,22.78
