净值日期,累计收益率
2020-07-08,0.0
2020-07-09,1.67
2020-07-10,0.29
2020-07-13,2.38
2020-07-14,1.56
2020-07-15,0.75
2020-07-16,-3.21
2020-07-17,-2.3
2020-07-20,0.95
2020-07-21,1.24
2020-07-22,1.55
2020-07-23,1.56
2020-07-24,-3.12
2020-07-27,-3.01
2020-07-28,-1.96
2020-07-29,0.49
2020-07-30,-0.23
2020-07-31,0.79
2020-08-03,2.38
2020-08-04,2.73
2020-08-05,2.86
2020-08-06,2.83
2020-08-07,1.56
2020-08-10,2.2
2020-08-11,1.4
2020-08-12,0.67
2020-08-13,0.37
2020-08-14,2.18
2020-08-17,4.43
2020-08-18,4.63
2020-08-19,3.34
2020-08-20,2.04
2020-08-21,3.09
2020-08-24,4.56
2020-08-25,4.85
2020-08-26,3.56
2020-08-27,4.2
2020-08-28,6.79
2020-08-31,6.16
2020-09-01,6.91
2020-09-02,7.04
2020-09-03,6.03
2020-09-04,5.06
2020-09-07,2.54
2020-09-08,3.28
2020-09-09,0.92
2020-09-10,1.15
2020-09-11,2.2
2020-09-14,2.63
2020-09-15,3.6
2020-09-16,3.06
2020-09-17,2.85
2020-09-18,4.89
2020-09-21,3.88
2020-09-22,3.0
2020-09-23,3.53
2020-09-24,1.7
2020-09-25,2.0
2020-09-28,2.18
2020-09-29,2.41
2020-09-30,2.39
2020-10-09,4.5
2020-10-12,7.27
2020-10-13,7.75
2020-10-14,7.14
2020-10-15,6.96
2020-10-16,6.78
2020-10-19,6.01
2020-10-20,6.78
2020-10-21,6.7
2020-10-22,6.36
2020-10-23,5.05
2020-10-26,4.38
2020-10-27,4.75
2020-10-28,5.64
2020-10-29,6.53
2020-10-30,4.64
2020-11-02,5.09
2020-11-03,6.14
2020-11-04,6.78
2020-11-05,8.35
2020-11-06,7.83
2020-11-09,9.93
2020-11-10,9.41
2020-11-11,8.44
2020-11-12,8.44
2020-11-13,7.36
2020-11-16,8.33
2020-11-17,8.13
2020-11-18,8.05
2020-11-19,8.73
2020-11-20,8.96
2020-11-23,10.19
2020-11-24,9.45
2020-11-25,8.02
2020-11-26,8.24
2020-11-27,9.43
2020-11-30,9.02
2020-12-01,11.35
2020-12-02,11.24
2020-12-03,11.3
2020-12-04,11.63
2020-12-07,10.96
2020-12-08,10.7
2020-12-09,9.41
2020-12-10,9.61
2020-12-11,8.62
2020-12-14,9.61
2020-12-15,10.01
2020-12-16,10.43
2020-12-17,11.64
2020-12-18,11.33
2020-12-21,12.46
2020-12-22,10.82
2020-12-23,11.54
2020-12-24,11.7
2020-12-25,12.67
2020-12-28,13.45
2020-12-29,12.86
2020-12-30,14.61
2020-12-31,16.9
2021-01-04,18.15
2021-01-05,20.23
2021-01-06,21.25
2021-01-07,23.71
2021-01-08,23.38
