净值日期,累计收益率
2020-07-08,0.0
2020-07-09,1.8
2020-07-10,0.53
2020-07-13,2.64
2020-07-14,1.92
2020-07-15,1.23
2020-07-16,-2.27
2020-07-17,-1.53
2020-07-20,0.93
2020-07-21,1.19
2020-07-22,1.92
2020-07-23,2.0
2020-07-24,-2.44
2020-07-27,-2.23
2020-07-28,-1.1
2020-07-29,1.3
2020-07-30,0.52
2020-07-31,1.64
2020-08-03,3.55
2020-08-04,3.21
2020-08-05,3.53
2020-08-06,3.32
2020-08-07,2.47
2020-08-10,2.85
2020-08-11,1.65
2020-08-12,0.18
2020-08-13,0.35
2020-08-14,2.05
2020-08-17,4.26
2020-08-18,5.02
2020-08-19,3.82
2020-08-20,2.46
2020-08-21,3.69
2020-08-24,5.5
2020-08-25,5.32
2020-08-26,4.04
2020-08-27,4.98
2020-08-28,7.15
2020-08-31,6.93
2020-09-01,7.42
2020-09-02,7.85
2020-09-03,7.54
2020-09-04,6.74
2020-09-07,4.35
2020-09-08,4.42
2020-09-09,1.82
2020-09-10,2.05
2020-09-11,3.09
2020-09-14,3.91
2020-09-15,4.86
2020-09-16,4.55
2020-09-17,4.24
2020-09-18,6.17
2020-09-21,5.18
2020-09-22,4.09
2020-09-23,4.74
2020-09-24,2.89
2020-09-25,3.21
2020-09-28,3.66
2020-09-29,4.12
2020-09-30,4.13
2020-10-09,6.2
2020-10-12,9.3
2020-10-13,10.16
2020-10-14,9.54
2020-10-15,9.28
2020-10-16,8.78
2020-10-19,8.09
2020-10-20,9.43
2020-10-21,9.18
2020-10-22,8.66
2020-10-23,6.83
2020-10-26,6.85
2020-10-27,7.03
2020-10-28,7.5
2020-10-29,9.04
2020-10-30,7.25
2020-11-02,8.69
2020-11-03,9.37
2020-11-04,10.71
2020-11-05,12.12
2020-11-06,12.32
2020-11-09,14.16
2020-11-10,13.04
2020-11-11,12.07
2020-11-12,12.11
2020-11-13,11.23
2020-11-16,11.51
2020-11-17,11.36
2020-11-18,11.14
2020-11-19,12.57
2020-11-20,12.52
2020-11-23,14.27
2020-11-24,13.43
2020-11-25,11.45
2020-11-26,11.9
2020-11-27,12.98
2020-11-30,12.38
2020-12-01,14.22
2020-12-02,14.19
2020-12-03,14.04
2020-12-04,14.32
2020-12-07,13.5
2020-12-08,13.21
2020-12-09,11.68
2020-12-10,11.76
2020-12-11,10.78
2020-12-14,11.1
2020-12-15,11.51
2020-12-16,11.88
2020-12-17,13.13
2020-12-18,12.69
2020-12-21,13.71
2020-12-22,12.32
2020-12-23,13.35
2020-12-24,13.29
2020-12-25,13.6
2020-12-28,14.63
2020-12-29,14.24
2020-12-30,15.54
2020-12-31,18.16
2021-01-04,19.24
2021-01-05,20.94
2021-01-06,21.16
2021-01-07,23.38
2021-01-08,23.15
