净值日期,累计收益率
2020-07-08,0.0
2020-07-09,1.43
2020-07-10,-0.2
2020-07-13,1.67
2020-07-14,0.93
2020-07-15,0.24
2020-07-16,-4.06
2020-07-17,-3.29
2020-07-20,-0.55
2020-07-21,-0.21
2020-07-22,0.55
2020-07-23,0.4
2020-07-24,-3.53
2020-07-27,-3.16
2020-07-28,-2.42
2020-07-29,-0.06
2020-07-30,-0.59
2020-07-31,0.3
2020-08-03,1.79
2020-08-04,2.05
2020-08-05,1.9
2020-08-06,1.38
2020-08-07,0.43
2020-08-10,0.98
2020-08-11,0.29
2020-08-12,-0.13
2020-08-13,-0.25
2020-08-14,1.18
2020-08-17,3.39
2020-08-18,3.27
2020-08-19,1.78
2020-08-20,0.73
2020-08-21,1.57
2020-08-24,3.25
2020-08-25,3.48
2020-08-26,2.4
2020-08-27,2.84
2020-08-28,5.18
2020-08-31,4.56
2020-09-01,5.16
2020-09-02,5.2
2020-09-03,4.64
2020-09-04,3.79
2020-09-07,1.9
2020-09-08,2.42
2020-09-09,0.23
2020-09-10,0.39
2020-09-11,1.36
2020-09-14,1.83
2020-09-15,2.64
2020-09-16,2.16
2020-09-17,1.86
2020-09-18,3.96
2020-09-21,3.03
2020-09-22,1.91
2020-09-23,2.26
2020-09-24,0.55
2020-09-25,0.72
2020-09-28,1.03
2020-09-29,1.15
2020-09-30,1.08
2020-10-09,3.11
2020-10-12,6.04
2020-10-13,6.43
2020-10-14,5.95
2020-10-15,5.87
2020-10-16,5.79
2020-10-19,5.07
2020-10-20,5.88
2020-10-21,6.03
2020-10-22,5.68
2020-10-23,4.71
2020-10-26,4.36
2020-10-27,4.43
2020-10-28,5.16
2020-10-29,6.16
2020-10-30,4.63
2020-11-02,5.22
2020-11-03,6.34
2020-11-04,7.17
2020-11-05,8.73
2020-11-06,8.82
2020-11-09,10.85
2020-11-10,10.38
2020-11-11,9.64
2020-11-12,9.65
2020-11-13,8.38
2020-11-16,9.48
2020-11-17,9.22
2020-11-18,9.38
2020-11-19,10.12
2020-11-20,10.28
2020-11-23,11.57
2020-11-24,10.94
2020-11-25,9.79
2020-11-26,10.09
2020-11-27,11.28
2020-11-30,10.76
2020-12-01,12.97
2020-12-02,13.03
2020-12-03,12.87
2020-12-04,13.15
2020-12-07,12.32
2020-12-08,11.93
2020-12-09,10.59
2020-12-10,10.61
2020-12-11,9.57
2020-12-14,10.43
2020-12-15,10.61
2020-12-16,10.89
2020-12-17,12.29
2020-12-18,11.9
2020-12-21,12.88
2020-12-22,11.28
2020-12-23,12.15
2020-12-24,11.96
2020-12-25,12.65
2020-12-28,13.33
2020-12-29,12.97
2020-12-30,14.65
2020-12-31,16.74
2021-01-04,17.87
2021-01-05,20.06
2021-01-06,21.19
2021-01-07,23.15
2021-01-08,22.69
