净值日期,累计收益率
2020-07-08,0.0
2020-07-09,1.36
2020-07-10,0.0
2020-07-13,2.07
2020-07-14,1.29
2020-07-15,0.58
2020-07-16,-2.78
2020-07-17,-2.14
2020-07-20,0.71
2020-07-21,1.04
2020-07-22,1.81
2020-07-23,1.88
2020-07-24,-2.33
2020-07-27,-1.88
2020-07-28,-1.04
2020-07-29,1.42
2020-07-30,0.97
2020-07-31,2.07
2020-08-03,3.62
2020-08-04,3.62
2020-08-05,3.69
2020-08-06,3.5
2020-08-07,2.39
2020-08-10,2.85
2020-08-11,1.94
2020-08-12,1.29
2020-08-13,1.17
2020-08-14,2.65
2020-08-17,5.05
2020-08-18,5.24
2020-08-19,3.75
2020-08-20,2.52
2020-08-21,3.37
2020-08-24,4.4
2020-08-25,4.6
2020-08-26,3.5
2020-08-27,4.01
2020-08-28,6.41
2020-08-31,5.89
2020-09-01,6.67
2020-09-02,6.67
2020-09-03,6.15
2020-09-04,5.31
2020-09-07,3.17
2020-09-08,3.62
2020-09-09,1.36
2020-09-10,1.36
2020-09-11,2.39
2020-09-14,2.91
2020-09-15,3.69
2020-09-16,3.17
2020-09-17,2.85
2020-09-18,4.98
2020-09-21,4.01
2020-09-22,2.91
2020-09-23,3.37
2020-09-24,1.49
2020-09-25,1.62
2020-09-28,2.07
2020-09-29,2.33
2020-09-30,2.27
2020-10-09,4.27
2020-10-12,7.18
2020-10-13,7.51
2020-10-14,6.8
2020-10-15,6.67
2020-10-16,6.54
2020-10-19,5.76
2020-10-20,6.54
2020-10-21,6.47
2020-10-22,6.15
2020-10-23,4.92
2020-10-26,4.4
2020-10-27,4.6
2020-10-28,5.44
2020-10-29,6.34
2020-10-30,4.72
2020-11-02,5.31
2020-11-03,6.47
2020-11-04,7.18
2020-11-05,8.8
2020-11-06,8.87
2020-11-09,10.94
2020-11-10,10.36
2020-11-11,9.39
2020-11-12,9.58
2020-11-13,8.54
2020-11-16,9.58
2020-11-17,9.32
2020-11-18,9.32
2020-11-19,10.1
2020-11-20,10.42
2020-11-23,11.78
2020-11-24,11.26
2020-11-25,9.84
2020-11-26,10.03
2020-11-27,11.33
2020-11-30,11.0
2020-12-01,13.2
2020-12-02,13.2
2020-12-03,13.07
2020-12-04,13.33
2020-12-07,12.49
2020-12-08,12.23
2020-12-09,10.81
2020-12-10,10.74
2020-12-11,9.84
2020-12-14,10.61
2020-12-15,10.87
2020-12-16,11.13
2020-12-17,12.62
2020-12-18,12.36
2020-12-21,13.4
2020-12-22,11.72
2020-12-23,12.69
2020-12-24,12.49
2020-12-25,13.46
2020-12-28,14.03
2020-12-29,13.46
2020-12-30,15.22
2020-12-31,17.41
2021-01-04,18.68
2021-01-05,20.86
2021-01-06,21.78
2021-01-07,23.89
2021-01-08,23.47
