净值日期,累计收益率
2020-07-08,0.0
2020-07-09,1.39
2020-07-10,0.13
2020-07-13,2.16
2020-07-14,1.54
2020-07-15,1.06
2020-07-16,-2.44
2020-07-17,-1.38
2020-07-20,1.36
2020-07-21,1.7
2020-07-22,2.3
2020-07-23,2.51
2020-07-24,-2.01
2020-07-27,-1.49
2020-07-28,-0.59
2020-07-29,1.94
2020-07-30,1.38
2020-07-31,2.4
2020-08-03,3.56
2020-08-04,3.67
2020-08-05,3.93
2020-08-06,3.84
2020-08-07,2.49
2020-08-10,2.65
2020-08-11,1.74
2020-08-12,0.63
2020-08-13,0.53
2020-08-14,2.28
2020-08-17,4.72
2020-08-18,4.97
2020-08-19,3.14
2020-08-20,1.95
2020-08-21,2.94
2020-08-24,4.38
2020-08-25,4.8
2020-08-26,3.6
2020-08-27,4.25
2020-08-28,7.22
2020-08-31,6.41
2020-09-01,7.16
2020-09-02,7.24
2020-09-03,6.46
2020-09-04,5.52
2020-09-07,3.0
2020-09-08,3.6
2020-09-09,1.31
2020-09-10,1.57
2020-09-11,2.59
2020-09-14,3.25
2020-09-15,3.98
2020-09-16,3.26
2020-09-17,2.81
2020-09-18,5.13
2020-09-21,4.06
2020-09-22,2.96
2020-09-23,3.27
2020-09-24,1.48
2020-09-25,1.68
2020-09-28,2.21
2020-09-29,2.47
2020-09-30,2.34
2020-10-09,4.7
2020-10-12,7.51
2020-10-13,7.89
2020-10-14,7.13
2020-10-15,7.22
2020-10-16,7.09
2020-10-19,6.24
2020-10-20,7.13
2020-10-21,7.1
2020-10-22,6.69
2020-10-23,5.22
2020-10-26,4.67
2020-10-27,4.99
2020-10-28,5.83
2020-10-29,6.78
2020-10-30,5.01
2020-11-02,5.76
2020-11-03,6.83
2020-11-04,7.68
2020-11-05,9.14
2020-11-06,8.92
2020-11-09,10.92
2020-11-10,10.17
2020-11-11,9.17
2020-11-12,9.29
2020-11-13,7.72
2020-11-16,8.55
2020-11-17,8.17
2020-11-18,8.07
2020-11-19,9.09
2020-11-20,9.45
2020-11-23,10.84
2020-11-24,9.99
2020-11-25,8.55
2020-11-26,8.8
2020-11-27,10.29
2020-11-30,9.76
2020-12-01,11.97
2020-12-02,11.82
2020-12-03,11.45
2020-12-04,11.62
2020-12-07,10.74
2020-12-08,10.59
2020-12-09,9.22
2020-12-10,9.3
2020-12-11,8.2
2020-12-14,9.16
2020-12-15,9.43
2020-12-16,9.79
2020-12-17,11.24
2020-12-18,11.1
2020-12-21,12.24
2020-12-22,10.7
2020-12-23,11.58
2020-12-24,11.56
2020-12-25,12.44
2020-12-28,13.01
2020-12-29,12.33
2020-12-30,14.34
2020-12-31,16.55
2021-01-04,18.0
2021-01-05,20.01
2021-01-06,21.16
2021-01-07,23.79
2021-01-08,23.1
