净值日期,累计收益率
2020-07-08,0.0
2020-07-09,1.15
2020-07-10,-0.39
2020-07-13,1.67
2020-07-14,0.84
2020-07-15,0.46
2020-07-16,-3.0
2020-07-17,-2.11
2020-07-20,0.71
2020-07-21,1.18
2020-07-22,1.77
2020-07-23,1.91
2020-07-24,-2.56
2020-07-27,-2.3
2020-07-28,-1.42
2020-07-29,1.08
2020-07-30,0.65
2020-07-31,1.41
2020-08-03,2.67
2020-08-04,2.99
2020-08-05,3.06
2020-08-06,2.87
2020-08-07,1.94
2020-08-10,2.38
2020-08-11,1.54
2020-08-12,0.7
2020-08-13,0.43
2020-08-14,2.17
2020-08-17,4.41
2020-08-18,4.77
2020-08-19,3.02
2020-08-20,1.7
2020-08-21,2.65
2020-08-24,3.93
2020-08-25,4.25
2020-08-26,3.0
2020-08-27,3.5
2020-08-28,6.33
2020-08-31,5.67
2020-09-01,6.43
2020-09-02,6.42
2020-09-03,5.88
2020-09-04,4.96
2020-09-07,2.52
2020-09-08,3.12
2020-09-09,0.68
2020-09-10,0.93
2020-09-11,1.99
2020-09-14,2.55
2020-09-15,3.46
2020-09-16,2.79
2020-09-17,2.44
2020-09-18,4.79
2020-09-21,3.81
2020-09-22,2.69
2020-09-23,3.21
2020-09-24,1.15
2020-09-25,1.32
2020-09-28,1.84
2020-09-29,2.24
2020-09-30,2.17
2020-10-09,4.38
2020-10-12,7.5
2020-10-13,8.03
2020-10-14,7.41
2020-10-15,7.27
2020-10-16,7.08
2020-10-19,6.2
2020-10-20,7.25
2020-10-21,7.22
2020-10-22,6.74
2020-10-23,5.15
2020-10-26,4.62
2020-10-27,5.2
2020-10-28,6.19
2020-10-29,7.24
2020-10-30,5.59
2020-11-02,6.48
2020-11-03,7.59
2020-11-04,8.61
2020-11-05,10.07
2020-11-06,9.87
2020-11-09,11.78
2020-11-10,11.21
2020-11-11,10.02
2020-11-12,10.3
2020-11-13,9.01
2020-11-16,10.1
2020-11-17,9.88
2020-11-18,9.79
2020-11-19,10.97
2020-11-20,11.42
2020-11-23,12.75
2020-11-24,11.92
2020-11-25,10.21
2020-11-26,10.52
2020-11-27,11.76
2020-11-30,11.42
2020-12-01,13.82
2020-12-02,13.71
2020-12-03,13.45
2020-12-04,13.73
2020-12-07,13.06
2020-12-08,12.86
2020-12-09,11.5
2020-12-10,11.67
2020-12-11,10.72
2020-12-14,11.62
2020-12-15,12.03
2020-12-16,12.5
2020-12-17,13.98
2020-12-18,13.62
2020-12-21,14.82
2020-12-22,13.05
2020-12-23,14.17
2020-12-24,14.43
2020-12-25,15.35
2020-12-28,16.02
2020-12-29,15.41
2020-12-30,17.43
2020-12-31,19.65
2021-01-04,20.81
2021-01-05,22.93
2021-01-06,24.51
2021-01-07,27.05
2021-01-08,26.59
