净值日期,累计收益率
2020-07-08,0.0
2020-07-09,1.39
2020-07-10,0.93
2020-07-13,3.38
2020-07-14,3.8
2020-07-15,4.12
2020-07-16,-2.37
2020-07-17,-0.36
2020-07-20,1.42
2020-07-21,2.54
2020-07-22,3.86
2020-07-23,5.95
2020-07-24,1.33
2020-07-27,1.72
2020-07-28,3.47
2020-07-29,5.93
2020-07-30,6.4
2020-07-31,7.7
2020-08-03,8.43
2020-08-04,8.06
2020-08-05,8.29
2020-08-06,7.34
2020-08-07,6.45
2020-08-10,6.91
2020-08-11,6.21
2020-08-12,4.82
2020-08-13,5.19
2020-08-14,7.21
2020-08-17,8.73
2020-08-18,9.63
2020-08-19,8.37
2020-08-20,6.46
2020-08-21,8.45
2020-08-24,10.24
2020-08-25,12.06
2020-08-26,11.17
2020-08-27,12.16
2020-08-28,14.77
2020-08-31,14.03
2020-09-01,15.28
2020-09-02,15.4
2020-09-03,15.21
2020-09-04,14.47
2020-09-07,11.66
2020-09-08,11.85
2020-09-09,9.32
2020-09-10,10.34
2020-09-11,12.18
2020-09-14,13.78
2020-09-15,14.15
2020-09-16,13.36
2020-09-17,12.75
2020-09-18,14.18
2020-09-21,12.96
2020-09-22,11.96
2020-09-23,12.94
2020-09-24,10.9
2020-09-25,11.23
2020-09-28,11.57
2020-09-29,11.77
2020-09-30,11.85
2020-10-09,13.45
2020-10-12,17.2
2020-10-13,18.05
2020-10-14,17.37
2020-10-15,17.3
2020-10-16,16.88
2020-10-19,15.09
2020-10-20,16.51
2020-10-21,16.53
2020-10-22,15.82
2020-10-23,13.9
2020-10-26,12.47
2020-10-27,12.32
2020-10-28,13.89
2020-10-29,15.53
2020-10-30,13.87
2020-11-02,13.34
2020-11-03,13.95
2020-11-04,15.22
2020-11-05,16.93
2020-11-06,16.64
2020-11-09,19.26
2020-11-10,20.07
2020-11-11,18.79
2020-11-12,19.18
2020-11-13,17.41
2020-11-16,18.63
2020-11-17,17.99
2020-11-18,16.85
2020-11-19,18.32
2020-11-20,19.29
2020-11-23,20.58
2020-11-24,20.07
2020-11-25,17.78
2020-11-26,18.3
2020-11-27,19.32
2020-11-30,17.66
2020-12-01,20.42
2020-12-02,20.1
2020-12-03,20.75
2020-12-04,21.47
2020-12-07,21.21
2020-12-08,21.45
2020-12-09,19.75
2020-12-10,19.96
2020-12-11,19.64
2020-12-14,20.71
2020-12-15,21.16
2020-12-16,21.6
2020-12-17,24.33
2020-12-18,24.2
2020-12-21,25.19
2020-12-22,24.01
2020-12-23,24.9
2020-12-24,24.08
2020-12-25,25.2
2020-12-28,27.1
2020-12-29,26.17
2020-12-30,27.93
2020-12-31,31.5
2021-01-04,32.42
2021-01-05,34.22
2021-01-06,36.36
2021-01-07,39.52
2021-01-08,37.57
