净值日期,累计收益率
2020-07-08,0.0
2020-07-09,1.31
2020-07-10,-0.36
2020-07-13,1.72
2020-07-14,0.86
2020-07-15,-0.28
2020-07-16,-3.62
2020-07-17,-3.04
2020-07-20,-0.08
2020-07-21,0.09
2020-07-22,0.98
2020-07-23,1.0
2020-07-24,-3.31
2020-07-27,-2.89
2020-07-28,-2.05
2020-07-29,0.44
2020-07-30,0.02
2020-07-31,1.09
2020-08-03,2.63
2020-08-04,2.62
2020-08-05,2.72
2020-08-06,2.57
2020-08-07,1.47
2020-08-10,1.71
2020-08-11,0.87
2020-08-12,0.18
2020-08-13,-0.05
2020-08-14,1.37
2020-08-17,3.76
2020-08-18,3.81
2020-08-19,2.38
2020-08-20,1.22
2020-08-21,2.03
2020-08-24,3.45
2020-08-25,3.55
2020-08-26,2.4
2020-08-27,2.94
2020-08-28,5.29
2020-08-31,4.73
2020-09-01,5.52
2020-09-02,5.56
2020-09-03,5.05
2020-09-04,4.22
2020-09-07,1.97
2020-09-08,2.44
2020-09-09,0.14
2020-09-10,0.21
2020-09-11,1.2
2020-09-14,1.67
2020-09-15,2.47
2020-09-16,2.05
2020-09-17,1.82
2020-09-18,3.89
2020-09-21,2.97
2020-09-22,1.87
2020-09-23,2.24
2020-09-24,0.57
2020-09-25,0.67
2020-09-28,0.89
2020-09-29,1.09
2020-09-30,0.98
2020-10-09,2.9
2020-10-12,5.96
2020-10-13,6.3
2020-10-14,5.62
2020-10-15,5.55
2020-10-16,5.82
2020-10-19,5.14
2020-10-20,5.91
2020-10-21,5.84
2020-10-22,5.58
2020-10-23,4.4
2020-10-26,3.96
2020-10-27,4.15
2020-10-28,4.96
2020-10-29,5.72
2020-10-30,4.18
2020-11-02,4.66
2020-11-03,5.82
2020-11-04,6.46
2020-11-05,8.03
2020-11-06,8.0
2020-11-09,10.12
2020-11-10,9.45
2020-11-11,8.49
2020-11-12,8.6
2020-11-13,7.58
2020-11-16,8.51
2020-11-17,8.29
2020-11-18,8.5
2020-11-19,9.22
2020-11-20,9.51
2020-11-23,10.81
2020-11-24,10.12
2020-11-25,8.77
2020-11-26,8.88
2020-11-27,10.2
2020-11-30,9.85
2020-12-01,11.91
2020-12-02,12.02
2020-12-03,11.9
2020-12-04,12.02
2020-12-07,11.31
2020-12-08,11.09
2020-12-09,9.71
2020-12-10,9.7
2020-12-11,8.57
2020-12-14,9.5
2020-12-15,9.64
2020-12-16,9.82
2020-12-17,11.05
2020-12-18,10.63
2020-12-21,11.62
2020-12-22,10.0
2020-12-23,10.95
2020-12-24,10.79
2020-12-25,11.67
2020-12-28,12.08
2020-12-29,11.66
2020-12-30,13.36
2020-12-31,15.83
2021-01-04,16.98
2021-01-05,18.93
2021-01-06,19.94
2021-01-07,21.9
2021-01-08,21.58
