净值日期,累计收益率
2020-07-08,0.0
2020-07-09,1.53
2020-07-10,-0.03
2020-07-13,1.84
2020-07-14,1.46
2020-07-15,0.77
2020-07-16,-2.97
2020-07-17,-2.12
2020-07-20,0.78
2020-07-21,0.96
2020-07-22,1.48
2020-07-23,1.36
2020-07-24,-2.97
2020-07-27,-2.72
2020-07-28,-1.62
2020-07-29,0.6
2020-07-30,-0.03
2020-07-31,0.79
2020-08-03,2.18
2020-08-04,2.4
2020-08-05,2.33
2020-08-06,2.13
2020-08-07,0.89
2020-08-10,1.57
2020-08-11,0.77
2020-08-12,0.19
2020-08-13,-0.07
2020-08-14,1.4
2020-08-17,3.59
2020-08-18,3.83
2020-08-19,2.3
2020-08-20,1.31
2020-08-21,2.24
2020-08-24,2.92
2020-08-25,3.25
2020-08-26,2.24
2020-08-27,2.56
2020-08-28,4.74
2020-08-31,4.26
2020-09-01,4.79
2020-09-02,4.76
2020-09-03,4.02
2020-09-04,2.96
2020-09-07,0.58
2020-09-08,1.39
2020-09-09,-0.65
2020-09-10,-0.45
2020-09-11,0.09
2020-09-14,0.57
2020-09-15,1.5
2020-09-16,0.88
2020-09-17,0.61
2020-09-18,2.89
2020-09-21,1.97
2020-09-22,1.32
2020-09-23,1.51
2020-09-24,-0.26
2020-09-25,-0.04
2020-09-28,0.21
2020-09-29,0.37
2020-09-30,0.39
2020-10-09,2.19
2020-10-12,5.22
2020-10-13,5.6
2020-10-14,5.09
2020-10-15,5.02
2020-10-16,5.03
2020-10-19,4.38
2020-10-20,4.94
2020-10-21,4.9
2020-10-22,4.47
2020-10-23,3.25
2020-10-26,2.91
2020-10-27,2.96
2020-10-28,3.5
2020-10-29,4.8
2020-10-30,2.76
2020-11-02,3.18
2020-11-03,4.38
2020-11-04,5.15
2020-11-05,6.51
2020-11-06,6.47
2020-11-09,8.36
2020-11-10,7.24
2020-11-11,6.25
2020-11-12,6.38
2020-11-13,5.23
2020-11-16,6.03
2020-11-17,5.99
2020-11-18,6.31
2020-11-19,7.06
2020-11-20,7.48
2020-11-23,9.03
2020-11-24,8.34
2020-11-25,7.05
2020-11-26,7.3
2020-11-27,8.5
2020-11-30,7.96
2020-12-01,10.03
2020-12-02,10.05
2020-12-03,9.84
2020-12-04,10.06
2020-12-07,9.38
2020-12-08,9.23
2020-12-09,7.89
2020-12-10,8.01
2020-12-11,6.72
2020-12-14,7.8
2020-12-15,8.21
2020-12-16,8.56
2020-12-17,9.98
2020-12-18,9.58
2020-12-21,10.82
2020-12-22,9.1
2020-12-23,9.98
2020-12-24,9.93
2020-12-25,10.66
2020-12-28,11.06
2020-12-29,10.53
2020-12-30,12.28
2020-12-31,14.43
2021-01-04,15.62
2021-01-05,16.97
2021-01-06,18.29
2021-01-07,20.84
2021-01-08,20.15
