净值日期,累计收益率
2020-07-08,0.0
2020-07-09,1.64
2020-07-10,-0.15
2020-07-13,2.13
2020-07-14,1.36
2020-07-15,0.55
2020-07-16,-2.92
2020-07-17,-2.27
2020-07-20,0.69
2020-07-21,0.98
2020-07-22,1.52
2020-07-23,1.27
2020-07-24,-3.3
2020-07-27,-3.06
2020-07-28,-1.92
2020-07-29,0.34
2020-07-30,-0.21
2020-07-31,0.78
2020-08-03,2.19
2020-08-04,2.66
2020-08-05,2.79
2020-08-06,2.77
2020-08-07,1.54
2020-08-10,2.25
2020-08-11,1.32
2020-08-12,0.95
2020-08-13,0.76
2020-08-14,2.36
2020-08-17,4.84
2020-08-18,4.92
2020-08-19,3.33
2020-08-20,2.24
2020-08-21,3.4
2020-08-24,4.73
2020-08-25,4.95
2020-08-26,3.82
2020-08-27,4.34
2020-08-28,6.69
2020-08-31,6.17
2020-09-01,6.76
2020-09-02,6.65
2020-09-03,5.8
2020-09-04,4.88
2020-09-07,2.41
2020-09-08,3.23
2020-09-09,1.17
2020-09-10,1.0
2020-09-11,2.1
2020-09-14,2.5
2020-09-15,2.89
2020-09-16,2.29
2020-09-17,1.89
2020-09-18,4.0
2020-09-21,3.07
2020-09-22,2.21
2020-09-23,2.43
2020-09-24,0.44
2020-09-25,0.82
2020-09-28,1.12
2020-09-29,1.4
2020-09-30,1.28
2020-10-09,3.74
2020-10-12,6.62
2020-10-13,6.84
2020-10-14,6.14
2020-10-15,5.94
2020-10-16,5.67
2020-10-19,4.85
2020-10-20,5.67
2020-10-21,5.5
2020-10-22,5.0
2020-10-23,3.45
2020-10-26,3.1
2020-10-27,3.18
2020-10-28,3.95
2020-10-29,4.9
2020-10-30,2.79
2020-11-02,3.12
2020-11-03,4.36
2020-11-04,4.82
2020-11-05,6.2
2020-11-06,6.0
2020-11-09,7.64
2020-11-10,6.6
2020-11-11,5.82
2020-11-12,5.9
2020-11-13,4.57
2020-11-16,5.44
2020-11-17,5.38
2020-11-18,5.58
2020-11-19,6.35
2020-11-20,6.85
2020-11-23,8.42
2020-11-24,7.83
2020-11-25,6.65
2020-11-26,6.68
2020-11-27,7.96
2020-11-30,7.49
2020-12-01,9.62
2020-12-02,9.61
2020-12-03,9.11
2020-12-04,9.13
2020-12-07,8.43
2020-12-08,8.33
2020-12-09,6.91
2020-12-10,6.94
2020-12-11,5.81
2020-12-14,6.6
2020-12-15,6.89
2020-12-16,7.17
2020-12-17,8.44
2020-12-18,8.29
2020-12-21,9.42
2020-12-22,7.92
2020-12-23,9.16
2020-12-24,8.81
2020-12-25,9.62
2020-12-28,10.05
2020-12-29,9.07
2020-12-30,10.86
2020-12-31,12.89
2021-01-04,13.64
2021-01-05,15.32
2021-01-06,16.23
2021-01-07,18.64
2021-01-08,18.07
