净值日期,累计收益率
2020-07-08,0.0
2020-07-09,1.36
2020-07-10,-0.26
2020-07-13,1.83
2020-07-14,0.85
2020-07-15,-0.24
2020-07-16,-4.94
2020-07-17,-4.33
2020-07-20,-1.55
2020-07-21,-1.33
2020-07-22,-0.82
2020-07-23,-0.8
2020-07-24,-5.12
2020-07-27,-4.68
2020-07-28,-3.88
2020-07-29,-1.5
2020-07-30,-1.96
2020-07-31,-1.18
2020-08-03,0.39
2020-08-04,0.51
2020-08-05,0.51
2020-08-06,0.19
2020-08-07,-0.91
2020-08-10,-0.54
2020-08-11,-1.42
2020-08-12,-2.22
2020-08-13,-2.46
2020-08-14,-0.96
2020-08-17,1.38
2020-08-18,1.34
2020-08-19,-0.16
2020-08-20,-1.47
2020-08-21,-0.63
2020-08-24,0.16
2020-08-25,0.3
2020-08-26,-0.87
2020-08-27,-0.33
2020-08-28,2.06
2020-08-31,1.48
2020-09-01,1.98
2020-09-02,2.02
2020-09-03,1.46
2020-09-04,0.49
2020-09-07,-1.61
2020-09-08,-1.13
2020-09-09,-3.43
2020-09-10,-3.49
2020-09-11,-2.54
2020-09-14,-2.08
2020-09-15,-1.29
2020-09-16,-1.9
2020-09-17,-2.37
2020-09-18,-0.19
2020-09-21,-1.12
2020-09-22,-2.28
2020-09-23,-1.95
2020-09-24,-3.79
2020-09-25,-3.64
2020-09-28,-3.39
2020-09-29,-3.17
2020-09-30,-3.32
2020-10-09,-1.37
2020-10-12,1.6
2020-10-13,1.96
2020-10-14,1.3
2020-10-15,1.14
2020-10-16,0.98
2020-10-19,0.2
2020-10-20,0.99
2020-10-21,0.96
2020-10-22,0.67
2020-10-23,-0.56
2020-10-26,-1.14
2020-10-27,-0.91
2020-10-28,-0.1
2020-10-29,0.67
2020-10-30,-0.95
2020-11-02,-0.4
2020-11-03,0.77
2020-11-04,1.51
2020-11-05,3.01
2020-11-06,3.0
2020-11-09,5.05
2020-11-10,4.46
2020-11-11,3.41
2020-11-12,3.55
2020-11-13,2.45
2020-11-16,3.42
2020-11-17,3.21
2020-11-18,3.23
2020-11-19,4.05
2020-11-20,4.35
2020-11-23,5.66
2020-11-24,5.05
2020-11-25,3.69
2020-11-26,3.83
2020-11-27,5.17
2020-11-30,4.8
2020-12-01,7.0
2020-12-02,7.07
2020-12-03,6.89
2020-12-04,7.15
2020-12-07,6.34
2020-12-08,6.08
2020-12-09,4.69
2020-12-10,4.65
2020-12-11,3.55
2020-12-14,4.51
2020-12-15,4.71
2020-12-16,4.93
2020-12-17,6.28
2020-12-18,5.91
2020-12-21,6.9
2020-12-22,5.19
2020-12-23,6.06
2020-12-24,5.93
2020-12-25,6.84
2020-12-28,7.31
2020-12-29,6.88
2020-12-30,8.44
2020-12-31,10.58
2021-01-04,11.76
2021-01-05,13.87
2021-01-06,14.91
2021-01-07,16.99
2021-01-08,16.62
