净值日期,累计收益率
2020-07-08,0.0
2020-07-09,1.38
2020-07-10,-0.23
2020-07-13,1.89
2020-07-14,1.06
2020-07-15,-0.09
2020-07-16,-3.17
2020-07-17,-2.64
2020-07-20,0.32
2020-07-21,0.48
2020-07-22,0.93
2020-07-23,0.75
2020-07-24,-3.33
2020-07-27,-2.89
2020-07-28,-2.1
2020-07-29,0.12
2020-07-30,-0.39
2020-07-31,0.38
2020-08-03,2.1
2020-08-04,2.38
2020-08-05,2.42
2020-08-06,2.22
2020-08-07,1.1
2020-08-10,1.63
2020-08-11,0.75
2020-08-12,0.15
2020-08-13,0.0
2020-08-14,1.52
2020-08-17,4.0
2020-08-18,3.95
2020-08-19,2.56
2020-08-20,1.32
2020-08-21,2.1
2020-08-24,2.9
2020-08-25,2.97
2020-08-26,1.71
2020-08-27,2.24
2020-08-28,4.43
2020-08-31,3.9
2020-09-01,4.37
2020-09-02,4.33
2020-09-03,3.7
2020-09-04,2.76
2020-09-07,0.67
2020-09-08,1.28
2020-09-09,-0.89
2020-09-10,-1.02
2020-09-11,-0.15
2020-09-14,0.24
2020-09-15,0.93
2020-09-16,0.48
2020-09-17,0.1
2020-09-18,2.27
2020-09-21,1.39
2020-09-22,0.31
2020-09-23,0.58
2020-09-24,-1.24
2020-09-25,-1.14
2020-09-28,-0.95
2020-09-29,-0.7
2020-09-30,-0.85
2020-10-09,1.15
2020-10-12,3.9
2020-10-13,4.13
2020-10-14,3.45
2020-10-15,3.4
2020-10-16,3.31
2020-10-19,2.56
2020-10-20,3.22
2020-10-21,3.2
2020-10-22,2.82
2020-10-23,1.62
2020-10-26,1.09
2020-10-27,1.28
2020-10-28,1.95
2020-10-29,2.63
2020-10-30,0.92
2020-11-02,1.36
2020-11-03,2.52
2020-11-04,3.15
2020-11-05,4.65
2020-11-06,4.64
2020-11-09,6.6
2020-11-10,6.15
2020-11-11,5.33
2020-11-12,5.34
2020-11-13,4.3
2020-11-16,5.41
2020-11-17,5.37
2020-11-18,5.4
2020-11-19,6.05
2020-11-20,6.26
2020-11-23,7.42
2020-11-24,6.89
2020-11-25,5.59
2020-11-26,5.8
2020-11-27,7.11
2020-11-30,6.77
2020-12-01,8.87
2020-12-02,9.01
2020-12-03,8.83
2020-12-04,8.87
2020-12-07,7.84
2020-12-08,7.54
2020-12-09,6.13
2020-12-10,6.07
2020-12-11,5.04
2020-12-14,5.74
2020-12-15,5.92
2020-12-16,6.09
2020-12-17,7.33
2020-12-18,6.96
2020-12-21,7.75
2020-12-22,5.96
2020-12-23,6.68
2020-12-24,6.47
2020-12-25,7.21
2020-12-28,7.55
2020-12-29,7.21
2020-12-30,8.51
2020-12-31,10.4
2021-01-04,11.43
2021-01-05,13.36
2021-01-06,14.2
2021-01-07,15.8
2021-01-08,15.64
