基金代码,拼音缩写,基金类型,基金简称,2021-01-13-单位净值,2021-01-13-累计净值,2021-01-12-单位净值,2021-01-12-累计净值,日增长值,日增长率,申购状态,赎回状态,手续费,scale,m_fee,c_fee,sale_fee,sub_fee
002275,ZYCZJLZQC,债券型,中邮纯债聚利债券C,1.1135,1.1720,1.1124,1.1709,0.0011,0.10,开放申购,开放赎回,0.00%,0.03,0.3,0.1,0.25,0.00
002280,HFAXZQ,债券型,华富安享债券,1.3564,1.3564,1.3622,1.3622,-0.0058,-0.43,开放申购,开放赎回,0.08%,1.4,0.7,0.2,0.0,0.08
002286,ZYMYZZQRMB,QDII,中银美元债债券人民币,,,1.1520,1.1520,,,开放申购,开放赎回,0.08%,4.3,1.0,0.25,0.0,0.08
002287,ZYMYZZQMY,QDII,中银美元债债券美元,,,0.1777,0.1777,,,开放申购,开放赎回,0.80%,4.3,1.0,0.25,0.0,0.80
002301,XYDZZQA,债券型,兴业短债债券A,1.0320,1.1670,1.0318,1.1668,0.0002,0.02,开放申购,开放赎回,0.04%,14.34,0.3,0.1,0.0,0.04
002338,XYYZZLZQA,债券型,兴业优债增利债券A,1.0376,1.1276,1.0382,1.1282,-0.0006,-0.06,开放申购,开放赎回,0.08%,0.26,0.3,0.05,0.0,0.08
002342,RTZYZQAB,债券型,融通增益债券A/B,1.0830,1.1830,1.0820,1.1820,0.0010,0.09,开放申购,开放赎回,0.80%,1.14,0.5,0.1,0.0,0.80
002344,RTZYZQC,债券型,融通增益债券C,1.1260,1.1260,1.1250,1.1250,0.0010,0.09,开放申购,开放赎回,0.00%,0.0,0.5,0.1,0.35,0.00
002351,YFDYXHBZQ,债券型,易方达裕祥回报债券,1.62,1.62,1.6180,1.6180,0.0020,0.12,开放申购,开放赎回,0.10%,239.84,0.4,0.1,0.0,0.10
002361,GFHRZQA,债券型,国富恒瑞债券A,1.3370,1.3730,1.3360,1.3720,0.0010,0.07,开放申购,开放赎回,0.08%,5.36,0.7,0.1,0.0,0.08
002362,GFHRZQC,债券型,国富恒瑞债券C,1.3130,1.3460,1.3120,1.3450,0.0010,0.08,开放申购,开放赎回,0.00%,0.41,0.7,0.1,0.4,0.00
002377,JXRYCZ,债券型,建信睿怡纯债,1.1196,1.1428,1.1187,1.1419,0.0009,0.08,开放申购,开放赎回,0.06%,32.82,0.3,0.1,0.0,0.06
002400,NFYZMYZRMBA,QDII,南方亚洲美元债人民币A,,,1.1076,1.1276,,,开放申购,开放赎回,0.08%,6.84,0.8,0.22,0.0,0.08
002401,NFYZMYZRMBC,QDII,南方亚洲美元债人民币C,,,1.0808,1.1008,,,开放申购,开放赎回,0.00%,2.02,0.8,0.22,0.5,0.00
002402,NFYZMYZMYXHA,QDII,南方亚洲美元债美元现汇A,,,0.1709,0.1738,,,开放申购,开放赎回,0.80%,6.84,0.8,0.22,0.0,0.80
002403,NFYZMYZMYXHC,QDII,南方亚洲美元债美元现汇C,,,0.1667,0.1696,,,开放申购,开放赎回,0.00%,2.02,0.8,0.22,0.5,0.00
002405,GDZGDJZQA,债券型,光大中高等级债券A,1.22,1.2606,1.2261,1.2667,-0.0061,-0.50,开放申购,开放赎回,0.08%,10.58,0.7,0.2,0.0,0.08
002406,GDZGDJZQC,债券型,光大中高等级债券C,1.2035,1.2436,1.2095,1.2496,-0.0060,-0.50,开放申购,开放赎回,0.00%,0.93,0.7,0.2,0.4,0.00
002412,HFAFZQ,债券型,华富安福债券,1.2085,1.2085,1.2147,1.2147,-0.0062,-0.51,开放申购,开放赎回,0.08%,0.06,0.7,0.2,0.0,0.08
002421,XHZQZQA,债券型,新华增强债券A,1.2617,1.2617,1.2651,1.2651,-0.0034,-0.27,开放申购,开放赎回,0.08%,0.07,0.7,0.2,0.0,0.08
002422,XHZQZQC,债券型,新华增强债券C,1.2375,1.2375,1.2408,1.2408,-0.0033,-0.27,开放申购,开放赎回,0.00%,0.06,0.7,0.2,0.4,0.00
002441,DBXTLZQC,债券型,德邦新添利债券C,1.1909,1.7939,1.1905,1.7935,0.0004,0.03,开放申购,开放赎回,0.00%,1.82,0.7,0.15,0.4,0.00
002445,XYFTZQ,债券型,兴业丰泰债券,1.0060,1.1150,1.0060,1.1150,0,0.00,开放申购,开放赎回,0.06%,43.61,0.3,0.05,0.0,0.06
002459,HXDLZQFQSA,债券型,华夏鼎利债券发起式A,1.3740,1.5640,1.38,1.57,-0.0060,-0.43,开放申购,开放赎回,0.08%,21.72,0.6,0.1,0.0,0.08
002460,HXDLZQFQSC,债券型,华夏鼎利债券发起式C,1.3670,1.5570,1.3730,1.5630,-0.0060,-0.44,开放申购,开放赎回,0.00%,4.08,0.6,0.1,0.1,0.00
002474,ZYRXZQZ,债券型,中邮睿信增强债,1.3060,1.3060,1.3090,1.3090,-0.0030,-0.23,开放申购,开放赎回,0.08%,27.39,0.8,0.2,0.0,0.08
002490,JYYQXYZ,债券型,金鹰元祺信用债,1.3235,1.3655,1.3327,1.3747,-0.0092,-0.69,开放申购,开放赎回,0.08%,1.25,0.6,0.15,0.0,0.08
002492,GYYYXDQZFZQC,债券型,工银月月薪定期支付债券C,1.2550,1.2550,1.2610,1.2610,-0.0060,-0.48,开放申购,开放赎回,0.00%,3.06,0.7,0.2,0.35,0.00
002501,YHYJZQ,债券型,银华远景债券,1.1790,1.3120,1.1810,1.3140,-0.0020,-0.17,开放申购,开放赎回,0.08%,103.58,0.5,0.1,0.0,0.08
002521,YYSLZQA,债券型,永赢双利债券A,1.2740,3.1240,1.2752,3.1252,-0.0012,-0.09,开放申购,开放赎回,0.08%,45.7,0.55,0.15,0.0,0.08
002522,YYSLZQC,债券型,永赢双利债券C,1.2751,1.2881,1.2763,1.2893,-0.0012,-0.09,开放申购,开放赎回,0.00%,0.31,0.55,0.15,0.4,0.00
002524,XYFYZQ,债券型,兴业福益债券,1.1550,1.16,1.1548,1.1598,0.0002,0.02,开放申购,开放赎回,0.06%,0.32,0.3,0.1,0.0,0.06
002528,TKAYCZA,债券型,泰康安益纯债A,1.1142,1.1646,1.1140,1.1644,0.0002,0.02,开放申购,开放赎回,0.08%,4.07,0.6,0.15,0.0,0.08
002529,TKAYCZC,债券型,泰康安益纯债C,1.1942,1.3052,1.1940,1.3050,0.0002,0.02,开放申购,开放赎回,0.00%,1.89,0.6,0.15,0.3,0.00
002534,HAWGSYZQA,债券型,华安稳固收益债券A,1.1220,1.8030,1.1240,1.8050,-0.0020,-0.18,开放申购,开放赎回,0.08%,8.8,0.65,0.18,0.0,0.08
002586,JYTLXYZZQA,债券型,金鹰添利信用债债券A,1.2740,1.2740,1.28,1.28,-0.0060,-0.47,开放申购,开放赎回,0.08%,0.08,0.7,0.15,0.0,0.08
002587,JYTLXYZZQC,债券型,金鹰添利信用债债券C,1.2680,1.2680,1.2730,1.2730,-0.0050,-0.39,开放申购,开放赎回,0.00%,0.14,0.7,0.15,0.2,0.00
002592,ZOCZZQLOFE,债券型,中欧纯债债券(LOF)E,1.2390,1.4930,1.2380,1.4920,0.0010,0.08,开放申购,开放赎回,0.06%,0.81,0.6,0.2,0.0,0.06
002636,GFJYZQA,债券型,广发集裕债券A,1.3170,1.3170,1.3190,1.3190,-0.0020,-0.15,开放申购,开放赎回,0.08%,0.84,0.5,0.1,0.0,0.08
002637,GFJYZQC,债券型,广发集裕债券C,1.2920,1.2920,1.2940,1.2940,-0.0020,-0.15,开放申购,开放赎回,0.00%,0.16,0.5,0.1,0.5,0.00
002638,XYTRZQ,债券型,兴业天融债券,1.0787,1.2001,1.0778,1.1992,0.0009,0.08,开放申购,开放赎回,0.08%,61.62,0.3,0.1,0.0,0.08
002644,DCJRZQA,债券型,大成景荣债券A,1.0570,1.0570,1.0620,1.0620,-0.0050,-0.47,开放申购,开放赎回,0.08%,0.17,0.7,0.2,0.0,0.08
002645,DCJRZQC,债券型,大成景荣债券C,1.0510,1.0510,1.0560,1.0560,-0.0050,-0.47,开放申购,开放赎回,0.00%,0.0,0.7,0.2,0.4,0.00
002650,DFHWTLCZ,债券型,东方红稳添利纯债,1.0855,1.1886,1.0851,1.1882,0.0004,0.04,开放申购,开放赎回,0.70%,33.19,0.3,0.1,0.0,0.70
002651,DFHHLZQA,债券型,东方红汇利债券A,1.1259,1.3059,1.1244,1.3044,0.0015,0.13,开放申购,开放赎回,0.80%,28.3,0.7,0.2,0.0,0.80
002652,DFHHLZQC,债券型,东方红汇利债券C,1.1020,1.2820,1.1004,1.2804,0.0016,0.15,开放申购,开放赎回,0.00%,3.05,0.7,0.2,0.4,0.00
002659,XYZZ13NZJZA,债券指数,兴业中债1-3年政金债A,1.1185,1.1885,1.1178,1.1878,0.0007,0.06,开放申购,开放赎回,0.05%,26.2,0.15,0.05,0.0,0.05
002701,DFHHYZQA,债券型,东方红汇阳债券A,1.1320,1.3120,1.1303,1.3103,0.0017,0.15,开放申购,开放赎回,0.80%,40.72,0.7,0.2,0.0,0.80
002702,DFHHYZQC,债券型,东方红汇阳债券C,1.1089,1.2889,1.1073,1.2873,0.0016,0.14,开放申购,开放赎回,0.00%,4.74,0.7,0.2,0.4,0.00
002704,DBRXZQA,债券型,德邦锐兴债券A,1.0557,1.1157,1.0552,1.1152,0.0005,0.05,开放申购,开放赎回,0.06%,0.59,0.3,0.1,0.0,0.06
002705,DBRXZQC,债券型,德邦锐兴债券C,1.0474,1.0974,1.0468,1.0968,0.0006,0.06,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.25,0.00
002720,GSABZLZQHBZQA,债券型,国寿安保尊利增强回报债券A,1.1850,1.2170,1.1850,1.2170,0,0.00,开放申购,开放赎回,0.08%,2.75,0.8,0.2,0.0,0.08
002721,GSABZLZQHBZQC,债券型,国寿安保尊利增强回报债券C,1.1780,1.1990,1.1780,1.1990,0,0.00,开放申购,开放赎回,0.00%,0.42,0.8,0.2,0.35,0.00
002734,HDYRCZZQA,债券型,泓德裕荣纯债债券A,1.1174,1.5284,1.1171,1.5281,0.0003,0.03,开放申购,开放赎回,0.08%,41.35,0.6,0.13,0.0,0.08
002735,HDYRCZZQC,债券型,泓德裕荣纯债债券C,1.0817,1.1757,1.0815,1.1755,0.0002,0.02,开放申购,开放赎回,0.00%,0.21,0.6,0.13,0.35,0.00
002738,HDYKZQA,债券型,泓德裕康债券A,1.2659,1.3859,1.2691,1.3891,-0.0032,-0.25,开放申购,开放赎回,0.08%,82.84,0.6,0.13,0.0,0.08
002739,HDYKZQC,债券型,泓德裕康债券C,1.2453,1.3653,1.2485,1.3685,-0.0032,-0.26,开放申购,开放赎回,0.00%,1.43,0.6,0.13,0.35,0.00
002742,HDYXZQA,债券型,泓德裕祥债券A,1.3056,1.4286,1.3145,1.4375,-0.0089,-0.68,开放申购,开放赎回,0.08%,22.16,0.6,0.13,0.0,0.08
002743,HDYXZQC,债券型,泓德裕祥债券C,1.2866,1.4076,1.2953,1.4163,-0.0087,-0.67,开放申购,开放赎回,0.00%,0.44,0.6,0.13,0.35,0.00
002765,XHSLZQA,债券型,新华双利债券A,1.2422,1.2422,1.2360,1.2360,0.0062,0.50,开放申购,开放赎回,0.08%,0.02,0.7,0.2,0.0,0.08
002766,XHSLZQC,债券型,新华双利债券C,1.2191,1.2191,1.2132,1.2132,0.0059,0.49,开放申购,开放赎回,0.00%,0.01,0.7,0.2,0.4,0.00
002769,XYDZZQC,债券型,兴业短债债券C,1.0160,1.1240,1.0158,1.1238,0.0002,0.02,开放申购,开放赎回,0.00%,0.24,0.3,0.1,0.2,0.00
002794,THYLZQE,债券型,天弘永利债券E,1.0574,1.2099,1.0622,1.2147,-0.0048,-0.45,开放申购,开放赎回,0.08%,0.91,0.7,0.2,0.0,0.08
002796,JSCCJYSLZQA,债券型,景顺长城景盈双利债券A,1.1820,1.1870,1.1821,1.1871,-0.0001,-0.01,开放申购,开放赎回,0.08%,2.31,0.3,0.1,0.0,0.08
002797,JSCCJYSLZQC,债券型,景顺长城景盈双利债券C,1.1636,1.1666,1.1636,1.1666,0,0.00,开放申购,开放赎回,0.00%,0.01,0.3,0.1,0.4,0.00
002864,GFAZDZZQA,债券型,广发安泽短债债券A,1.0692,1.1607,1.0690,1.1605,0.0002,0.02,开放申购,开放赎回,0.04%,28.99,0.3,0.1,0.0,0.04
002865,GFAZDZZQC,债券型,广发安泽短债债券C,1.0638,1.1534,1.0636,1.1532,0.0002,0.02,开放申购,开放赎回,0.00%,9.92,0.3,0.1,0.35,0.00
002881,ZJFRCZZQA,债券型,中加丰润纯债债券A,1.2416,2.0396,1.2411,2.0391,0.0005,0.04,开放申购,开放赎回,0.08%,7.29,0.3,0.1,0.0,0.08
002882,ZJFRCZZQC,债券型,中加丰润纯债债券C,1.1578,1.1578,1.1573,1.1573,0.0005,0.04,开放申购,开放赎回,0.00%,0.35,0.3,0.1,0.2,0.00
002898,FGLNQLCZQA,定开债券,富国两年期理财债券A,1,1.1650,1,1.1650,0,0.00,开放申购,开放赎回,0.80%,30.3,0.3,0.07,0.0,0.80
002899,FGLNQLCZQC,定开债券,富国两年期理财债券C,1,1.1450,1,1.1450,0,0.00,开放申购,开放赎回,0.00%,0.0,0.3,0.07,0.5,0.00
002920,ZODZZQA,债券型,中欧短债债券A,1.0319,1.1599,1.0317,1.1597,0.0002,0.02,开放申购,开放赎回,0.04%,70.17,0.3,0.1,0.0,0.04
002925,GFJYZQA,债券型,广发集源债券A,1.1659,1.2097,1.1672,1.2110,-0.0013,-0.11,开放申购,开放赎回,0.80%,1.14,0.5,0.1,0.0,0.80
002926,GFJYZQC,债券型,广发集源债券C,1.1592,1.1994,1.1604,1.2006,-0.0012,-0.10,开放申购,开放赎回,0.00%,0.0,0.5,0.1,0.4,0.00
002961,ZOSLZQA,债券型,中欧双利债券A,1.2354,1.3234,1.2357,1.3237,-0.0003,-0.02,开放申购,开放赎回,0.08%,89.08,0.6,0.1,0.0,0.08
002962,ZOSLZQC,债券型,中欧双利债券C,1.2145,1.3025,1.2148,1.3028,-0.0003,-0.02,开放申购,开放赎回,0.00%,14.1,0.6,0.1,0.4,0.00
002965,ZHHJZQSYZQA,债券型,中海合嘉增强收益债券A,1.2649,1.2649,1.2664,1.2664,-0.0015,-0.12,开放申购,开放赎回,0.08%,0.06,0.5,0.15,0.0,0.08
002966,ZHHJZQSYZQC,债券型,中海合嘉增强收益债券C,1.2614,1.2614,1.2629,1.2629,-0.0015,-0.12,开放申购,开放赎回,0.00%,0.03,0.5,0.15,0.2,0.00
002969,YFDFHZQ,债券型,易方达丰和债券,1.4123,1.4123,1.4189,1.4189,-0.0066,-0.47,开放申购,开放赎回,0.10%,149.34,0.7,0.2,0.0,0.10
002971,QHKYDAZQA,债券型,前海开源鼎安债券A,1.2430,1.2430,1.2420,1.2420,0.0010,0.08,开放申购,开放赎回,0.08%,0.05,0.7,0.1,0.0,0.08
002972,QHKYDAZQC,债券型,前海开源鼎安债券C,1.23,1.23,1.2290,1.2290,0.0010,0.08,开放申购,开放赎回,0.00%,0.5,0.7,0.1,0.4,0.00
002986,TKFYZQ,债券型,泰康丰盈债券,1.2906,1.2906,1.2948,1.2948,-0.0042,-0.32,开放申购,开放赎回,0.08%,15.99,0.7,0.2,0.0,0.08
002988,PADXZQ,债券型,平安鼎信债券,1.0382,1.2289,1.0374,1.2281,0.0008,0.08,开放申购,开放赎回,0.08%,0.21,0.4,0.1,0.0,0.08
002996,CXWJCZZQA,债券型,长信稳健纯债债券A,1.0388,1.2198,1.0383,1.2193,0.0005,0.05,开放申购,开放赎回,0.06%,9.39,0.3,0.1,0.0,0.06
003002,GJJDZDZZQ,债券型,国金及第中短债债券,1.0210,1.0210,1.0206,1.0206,0.0004,0.04,开放申购,开放赎回,0.00%,1.76,0.2,0.05,0.01,0.00
003009,ZRYZZDZA,债券型,中融盈泽中短债A,1.1128,1.3049,1.1127,1.3048,0.0001,0.01,开放申购,开放赎回,0.03%,31.27,0.25,0.1,0.0,0.03
003010,ZRYZZDZC,债券型,中融盈泽中短债C,1.1061,1.2982,1.1061,1.2982,0,0.00,开放申购,开放赎回,0.00%,7.09,0.25,0.1,0.3,0.00
003013,ZRHTCZA,债券型,中融恒泰纯债A,1.0201,1.1611,1.0199,1.1609,0.0002,0.02,开放申购,开放赎回,0.06%,4.83,0.3,0.1,0.0,0.06
003014,ZRHTCZC,债券型,中融恒泰纯债C,1.0381,1.1691,1.0379,1.1689,0.0002,0.02,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.3,0.00
003023,BSJFCZZQ,债券型,博时景发纯债债券,1.05,1.0923,1.0497,1.0920,0.0003,0.03,开放申购,开放赎回,0.08%,3.71,0.3,0.1,0.0,0.08
003039,GFJFCZA,债券型,广发集富纯债A,1.0380,1.29,1.0370,1.2890,0.0010,0.10,开放申购,开放赎回,0.08%,2.02,0.3,0.1,0.0,0.08
003040,GFJFCZC,债券型,广发集富纯债C,1.0310,1.1270,1.0310,1.1270,0,0.00,开放申购,开放赎回,0.00%,0.08,0.3,0.1,0.4,0.00
003071,ZRRXCZA,债券型,中融睿祥纯债A,1.1321,1.1698,1.1319,1.1696,0.0002,0.02,开放申购,开放赎回,0.06%,42.73,0.3,0.1,0.0,0.06
003072,ZRRXCZC,债券型,中融睿祥纯债C,1.1221,1.1598,1.1219,1.1596,0.0002,0.02,开放申购,开放赎回,0.00%,1.46,0.3,0.1,0.3,0.00
003078,TKAHCZZQA,债券型,泰康安惠纯债债券A,1.0544,1.1692,1.0542,1.1690,0.0002,0.02,开放申购,开放赎回,0.08%,35.85,0.3,0.1,0.0,0.08
003109,GDAHZQA,债券型,光大安和债券A,1.1203,1.3181,1.1203,1.3181,0,0.00,开放申购,开放赎回,0.08%,47.37,0.3,0.1,0.0,0.08
003110,GDAHZQC,债券型,光大安和债券C,1.1132,1.3052,1.1132,1.3052,0,0.00,开放申购,开放赎回,0.00%,8.01,0.3,0.1,0.3,0.00
003123,TZXLCZZQA,债券型,天治鑫利纯债债券A,1.0984,1.0984,1.0981,1.0981,0.0003,0.03,开放申购,开放赎回,0.06%,0.03,0.3,0.05,0.0,0.06
003124,TZXLCZZQC,债券型,天治鑫利纯债债券C,1.0791,1.0791,1.0788,1.0788,0.0003,0.03,开放申购,开放赎回,0.00%,0.0,0.3,0.05,0.4,0.00
003133,YFDYXZQA,债券型,易方达裕鑫债券A,1.4213,1.4613,1.4275,1.4675,-0.0062,-0.43,开放申购,开放赎回,0.10%,1.32,0.6,0.15,0.0,0.10
003134,YFDYXZQC,债券型,易方达裕鑫债券C,1.4261,1.4561,1.4324,1.4624,-0.0063,-0.44,开放申购,开放赎回,0.00%,1.31,0.6,0.15,0.2,0.00
003135,JYSAFYZQ,债券型,金元顺安沣楹债券,1.2487,1.2487,1.2541,1.2541,-0.0054,-0.43,开放申购,开放赎回,0.06%,18.83,0.7,0.1,0.0,0.06
003167,QHKYDRZQA,债券型,前海开源鼎瑞债券A,1.2212,1.2212,1.2248,1.2248,-0.0036,-0.29,开放申购,开放赎回,0.08%,21.37,0.6,0.15,0.0,0.08
003168,QHKYDRZQC,债券型,前海开源鼎瑞债券C,1.20,1.20,1.2036,1.2036,-0.0036,-0.30,开放申购,开放赎回,0.00%,0.0,0.6,0.15,0.4,0.00
003173,MSJYXACZC,债券型,民生加银鑫安纯债C,1.0120,1.15,1.0110,1.1490,0.0010,0.10,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.4,0.00
003180,QHLHTLZQA,债券型,前海联合添利债券A,1.1434,1.1434,1.1457,1.1457,-0.0023,-0.20,开放申购,开放赎回,0.08%,1.06,0.7,0.2,0.0,0.08
003181,QHLHTLZQC,债券型,前海联合添利债券C,1.1748,1.1748,1.1771,1.1771,-0.0023,-0.20,开放申购,开放赎回,0.00%,0.01,0.7,0.2,0.4,0.00
003197,GDACZQA,债券型,光大安诚债券A,1.1263,1.2028,1.13,1.2065,-0.0037,-0.33,开放申购,开放赎回,0.08%,3.7,0.3,0.15,0.0,0.08
003198,GDACZQC,债券型,光大安诚债券C,1.1320,1.2023,1.1358,1.2061,-0.0038,-0.33,开放申购,开放赎回,0.00%,0.57,0.3,0.15,0.3,0.00
003199,CSSQYNZQA,定开债券,长盛盛琪一年债券A,1.0146,1.1044,1.0140,1.1038,0.0006,0.06,开放申购,暂停赎回,0.06%,2.13,0.3,0.2,0.0,0.06
003200,CSSQYNZQC,定开债券,长盛盛琪一年债券C,1.0132,1.0906,1.0126,1.09,0.0006,0.06,开放申购,暂停赎回,0.00%,0.01,0.3,0.2,0.3,0.00
003205,CTKZZZQC,债券型,财通可转债债券C,1.1879,1.2356,1.1960,1.2437,-0.0081,-0.68,开放申购,开放赎回,0.00%,0.01,0.8,0.2,0.4,0.00
003218,QHKYXHZQA,债券型,前海开源祥和债券A,1.2432,1.2432,1.2410,1.2410,0.0022,0.18,开放申购,开放赎回,0.08%,1.42,0.7,0.1,0.0,0.08
003219,QHKYXHZQC,债券型,前海开源祥和债券C,1.2383,1.2383,1.2360,1.2360,0.0023,0.19,开放申购,开放赎回,0.00%,0.3,0.7,0.1,0.4,0.00
003221,XHFLZQA,债券型,新华丰利债券A,1.2452,1.2452,1.2462,1.2462,-0.0010,-0.08,开放申购,开放赎回,0.08%,0.65,0.7,0.2,0.0,0.08
003222,XHFLZQC,债券型,新华丰利债券C,1.2249,1.2249,1.2259,1.2259,-0.0010,-0.08,开放申购,开放赎回,0.00%,0.19,0.7,0.2,0.4,0.00
003223,GFJFCZ,债券型,广发景丰纯债,1.0207,1.1375,1.0207,1.1375,0,0.00,开放申购,开放赎回,0.80%,0.1,0.3,0.1,0.0,0.80
003275,GLATLZZZA,债券型,国联安添利增长债A,1.2690,1.2690,1.2714,1.2714,-0.0024,-0.19,开放申购,开放赎回,0.07%,0.35,0.6,0.15,0.0,0.07
003276,GLATLZZZC,债券型,国联安添利增长债C,1.2450,1.2450,1.2475,1.2475,-0.0025,-0.20,开放申购,开放赎回,0.00%,0.04,0.6,0.15,0.45,0.00
003285,GSABAKCZZQ,债券型,国寿安保安康纯债债券,1.0878,1.1841,1.0874,1.1837,0.0004,0.04,开放申购,开放赎回,0.80%,194.28,0.3,0.1,0.0,0.80
003286,PAHXCZA,债券型,平安惠享纯债A,1.0201,1.1656,1.0199,1.1654,0.0002,0.02,开放申购,开放赎回,0.08%,2.35,0.3,0.1,0.0,0.08
003290,CCJWZQ,债券型,长城久稳债券,1.0136,1.1265,1.0134,1.1263,0.0002,0.02,开放申购,开放赎回,0.80%,0.05,0.3,0.1,0.0,0.80
003309,XYQYYNDKZA,定开债券,兴业启元一年定开债A,1.1524,1.1524,1.1524,1.1524,0,0.00,开放申购,开放赎回,0.06%,2.47,0.4,0.1,0.0,0.06
003310,XYQYYNDKZC,定开债券,兴业启元一年定开债C,1.1331,1.1331,1.1331,1.1331,0,0.00,开放申购,开放赎回,0.00%,1.74,0.4,0.1,0.4,0.00
003313,ZYRXDKZQ,定开债券,中银睿享定开债券,1.0082,1.1583,1.0078,1.1579,0.0004,0.04,开放申购,开放赎回,0.80%,240.67,0.3,0.1,0.0,0.80
003315,JSCCZCXJRZ,债券型,景顺长城政策性金融债,1.1155,1.1485,1.1149,1.1479,0.0006,0.05,开放申购,开放赎回,0.06%,31.96,0.3,0.1,0.0,0.06
003327,WJXJCZA,债券型,万家鑫璟纯债A,1.1797,1.2417,1.1795,1.2415,0.0002,0.02,开放申购,开放赎回,0.04%,58.65,0.3,0.1,0.0,0.04
003328,WJXJCZC,债券型,万家鑫璟纯债C,1.1732,1.2311,1.1729,1.2308,0.0003,0.03,开放申购,开放赎回,0.00%,7.29,0.3,0.1,0.2,0.00
003336,CJSYZQZQ,债券型,长江收益增强债券,1.2137,1.2627,1.2178,1.2668,-0.0041,-0.34,开放申购,开放赎回,0.10%,1.22,0.5,0.1,0.0,0.10
003349,CXWYCZ,债券型,长信稳益纯债,1.0640,1.34,1.0634,1.3394,0.0006,0.06,开放申购,开放赎回,0.06%,20.73,0.5,0.1,0.0,0.06
003358,YFDZZ710NGKZA,债券指数,易方达中债7-10年国开债A,1.1185,1.1185,1.1175,1.1175,0.0010,0.09,开放申购,开放赎回,0.08%,35.19,0.15,0.05,0.0,0.08
003360,QHKYRHZQA,债券型,前海开源瑞和债券A,1.2128,1.2178,1.2163,1.2213,-0.0035,-0.29,开放申购,开放赎回,0.08%,12.36,0.5,0.1,0.0,0.08
003361,QHKYRHZQC,债券型,前海开源瑞和债券C,1.1949,1.4049,1.1984,1.4084,-0.0035,-0.29,开放申购,开放赎回,0.00%,0.02,0.5,0.1,0.4,0.00
003376,GFZZ710NGKZZSA,债券指数,广发中债7-10年国开债指数A,1.1268,1.1378,1.1259,1.1369,0.0009,0.08,开放申购,开放赎回,0.05%,22.15,0.15,0.05,0.0,0.05
003377,GFZZ710NGKZZSC,债券指数,广发中债7-10年国开债指数C,1.1080,1.1190,1.1072,1.1182,0.0008,0.07,开放申购,开放赎回,0.00%,10.78,0.15,0.05,0.35,0.00
003403,HSRFDZA,债券型,华商瑞丰短债A,1.0474,1.0669,1.0472,1.0667,0.0002,0.02,开放申购,开放赎回,0.03%,2.7,0.3,0.1,0.0,0.03
003407,JSCCJTFLCZA,债券型,景顺长城景泰丰利纯债A,1.0715,1.2945,1.0709,1.2939,0.0006,0.06,开放申购,开放赎回,0.08%,54.66,0.3,0.1,0.0,0.08
003408,JSCCJTFLCZC,债券型,景顺长城景泰丰利纯债C,1.0524,1.2754,1.0519,1.2749,0.0005,0.05,开放申购,开放赎回,0.00%,0.7,0.3,0.1,0.4,0.00
003424,JXHFCZ,债券型,江信洪福纯债,1.0589,1.1857,1.0581,1.1849,0.0008,0.08,开放申购,开放赎回,0.50%,5.35,0.3,0.1,0.0,0.50
003458,JSWHZQA,债券型,嘉实稳宏债券A,1.3622,1.3622,1.3625,1.3625,-0.0003,-0.02,开放申购,开放赎回,0.08%,1.43,0.8,0.15,0.0,0.08
003459,JSWHZQC,债券型,嘉实稳宏债券C,1.3452,1.3452,1.3455,1.3455,-0.0003,-0.02,开放申购,开放赎回,0.00%,0.41,0.8,0.15,0.35,0.00
003471,QHLHTX3GYKZA,定开债券,前海联合添鑫3个月开债A,1.2447,1.2625,1.2459,1.2637,-0.0012,-0.10,开放申购,开放赎回,0.08%,0.02,0.7,0.1,0.0,0.08
003472,QHLHTX3GYKZC,定开债券,前海联合添鑫3个月开债C,1.2026,1.2136,1.2038,1.2148,-0.0012,-0.10,开放申购,开放赎回,0.00%,0.56,0.7,0.1,0.4,0.00
003486,PAHLCZA,债券型,平安惠隆纯债A,1.0732,1.1032,1.0730,1.1030,0.0002,0.02,开放申购,开放赎回,0.08%,1.02,0.3,0.08,0.0,0.08
003498,QHLHTHCZA,债券型,前海联合添和纯债A,1.0187,1.2947,1.0181,1.2941,0.0006,0.06,开放申购,开放赎回,0.08%,4.52,0.3,0.1,0.0,0.08
003499,QHLHTHCZC,债券型,前海联合添和纯债C,1.0794,1.15,1.0787,1.1493,0.0007,0.06,开放申购,开放赎回,0.00%,3.0,0.3,0.1,0.2,0.00
003504,JSCCJYFLZQA,债券型,景顺长城景颐丰利债券A,1.0925,1.1463,1.1013,1.1551,-0.0088,-0.80,开放申购,开放赎回,0.80%,1.81,0.4,0.15,0.0,0.80
003505,JSCCJYFLZQC,债券型,景顺长城景颐丰利债券C,1.0829,1.1366,1.0916,1.1453,-0.0087,-0.80,开放申购,开放赎回,0.00%,0.0,0.4,0.15,0.4,0.00
003510,CSKZZZQA,债券型,长盛可转债债券A,1.3413,1.5025,1.3557,1.5169,-0.0144,-1.06,开放申购,开放赎回,0.08%,3.92,0.8,0.2,0.0,0.08
