基金代码,拼音缩写,基金类型,基金简称,2021-01-13-单位净值,2021-01-13-累计净值,2021-01-12-单位净值,2021-01-12-累计净值,日增长值,日增长率,申购状态,赎回状态,手续费,scale,m_fee,c_fee,sale_fee,sub_fee
003718,YFDBP500ZSMYH,QDII-指数,易方达标普500指数美元汇,,,0.2372,0.2372,,,开放申购,开放赎回,1.20%,3.24,0.8,0.25,0.0,1.20
006075,BSBP500ETFLJC,QDII-指数,博时标普500ETF联接C,,,2.7577,2.7577,,,开放申购,开放赎回,0.00%,1.71,0.6,0.25,0.35,0.00
007721,THBP500QDIIFOFA,QDII,天弘标普500(QDII-FOF)A,,,1.1561,1.1561,,,开放申购,开放赎回,1.00%,0.24,0.6,0.25,0.0,1.00
007722,THBP500QDIIFOFC,QDII,天弘标普500(QDII-FOF)C,,,1.1520,1.1520,,,开放申购,开放赎回,0.00%,0.28,0.6,0.25,0.25,0.00
050025,BSBP500ETFLJA,QDII-指数,博时标普500ETF联接A,,,2.7896,2.8486,,,开放申购,开放赎回,0.12%,8.87,0.6,0.25,0.0,0.12
161125,YFDBP500ZSRMB,QDII-指数,易方达标普500指数人民币,,,1.5377,1.5377,,,开放申购,开放赎回,0.12%,3.24,0.8,0.25,0.0,0.12
