基金代码,拼音缩写,基金类型,基金简称,2021-01-13-单位净值,2021-01-13-累计净值,2021-01-12-单位净值,2021-01-12-累计净值,日增长值,日增长率,申购状态,赎回状态,手续费
161624,RTKZZZQA,债券型,融通可转债债券A,1.0051,1.1151,1.0129,1.1229,-0.0078,-0.77,开放申购,开放赎回,0.08%
161625,RTKZZZQC,债券型,融通可转债债券C,0.9808,1.0908,0.9884,1.0984,-0.0076,-0.77,开放申购,开放赎回,0.00%
161626,RTTFZQLOFA,债券型,融通通福债券(LOF)A,1.2047,1.9184,1.2052,1.9192,-0.0005,-0.04,开放申购,开放赎回,0.08%
161627,RTTFZQLOFC,债券型,融通通福债券(LOF)C,1.1903,1.3530,1.1908,1.3535,-0.0005,-0.04,开放申购,开放赎回,0.00%
161628,RTZZYJSYDSJZTZSLOF,股票指数,融通中证云计算与大数据主题指数(LOF),1.2444,0.8968,1.2598,0.9070,-0.0154,-1.22,开放申购,开放赎回,0.12%
161629,RTZZJZYLZTZSLOF,股票指数,融通中证精准医疗主题指数(LOF),1.3603,0.9530,1.3799,0.9658,-0.0196,-1.42,限大额,开放赎回,0.12%
161631,RTRGZNZSLOFA,股票指数,融通人工智能指数(LOF)A,1.5406,1.5406,1.5411,1.5411,-0.0005,-0.03,开放申购,开放赎回,0.12%
161693,RTZQC,债券型,融通债券C,0.9960,1.91,0.9960,1.91,0,0.00,限大额,开放赎回,0.00%
161706,ZSYZCZHHLOF,混合型,招商优质成长混合(LOF),3.7521,5.8475,3.8233,5.9187,-0.0712,-1.86,开放申购,开放赎回,0.15%
161713,ZSXYTLZQLOFA,债券型,招商信用添利债券(LOF)A,1.0106,1.7432,1.0102,1.7428,0.0004,0.04,限大额,开放赎回,0.08%
161714,ZSBPJZSGZS,QDII-指数,招商标普金砖四国指数,,,1.1890,1.1890,,,暂停申购,开放赎回,0.16%
161715,ZSDZSPLOF,股票指数,招商大宗商品(LOF),1.1588,1.2973,1.1696,1.3081,-0.0108,-0.92,开放申购,开放赎回,0.12%
161716,ZSSZZQZQLOFC,债券型,招商双债增强债券(LOF)C,1.3340,1.4730,1.3340,1.4730,0,0.00,限大额,开放赎回,0.08%
161718,ZSHS300GBT,股票指数,招商沪深300高贝塔,1.3032,1.4682,1.3115,1.4734,-0.0083,-0.63,开放申购,开放赎回,0.10%
161719,ZSKZZZQ,债券型,招商可转债债券,1.1195,1.5349,1.1213,1.5367,-0.0018,-0.16,基金终止,开放赎回,0.07%
161720,ZSZZQZZQGSZS,股票指数,招商中证全指证券公司指数,1.3102,0.7953,1.3397,0.8055,-0.0295,-2.20,限大额,开放赎回,0.10%
161721,ZSHS300DCDQZZS,股票指数,招商沪深300地产等权重指数,0.8346,1.4555,0.8284,1.4516,0.0062,0.75,开放申购,开放赎回,0.10%
161722,ZSFTHHLOF,混合型,招商丰泰混合(LOF),1.3510,1.3510,1.3550,1.3550,-0.0040,-0.30,限大额,开放赎回,0.15%
161723,ZSZZYHZS,股票指数,招商中证银行指数,1.1888,1.3165,1.1898,1.3175,-0.0010,-0.08,开放申购,开放赎回,0.10%
161724,ZSZZMTDQZS,股票指数,招商中证煤炭等权指数,1.0080,0.7530,1.0094,0.7539,-0.0014,-0.14,开放申购,开放赎回,0.10%
161725,ZSZZBJZSLOF,股票指数,招商中证白酒指数(LOF),1.5102,3.1413,1.5243,3.1554,-0.0141,-0.93,开放申购,开放赎回,0.10%
161726,ZSGZSWYYZS,股票指数,招商国证生物医药指数,0.9665,1.3222,0.9826,1.3325,-0.0161,-1.64,开放申购,开放赎回,0.10%
161727,ZSZRHHLOF,混合型,招商增荣混合(LOF),1.6830,1.6830,1.70,1.70,-0.0170,-1.00,开放申购,开放赎回,0.15%
161728,ZSZLPSLOF,混合型,招商战略配售(LOF),1.1646,1.1646,1.1638,1.1638,0.0008,0.07,暂停申购,暂停赎回,0.60%
161729,ZS3NFBRLHH,混合型,招商3年封闭瑞利混合,2.1759,2.1759,2.1810,2.1810,-0.0051,-0.23,暂停申购,暂停赎回,0.15%
161810,YHNXJXHHLOF,混合型,银华内需精选混合(LOF),3.47,3.2990,3.4970,3.3250,-0.0270,-0.77,开放申购,开放赎回,0.15%
161811,YHHS300ZSLOF,股票指数,银华沪深300指数(LOF),1.1399,1.1399,1.1479,1.1479,-0.0080,-0.70,开放申购,开放赎回,0.12%
161812,YHSZ100ZSLOF,股票指数,银华深证100指数(LOF),1.67,1.67,1.6830,1.6830,-0.0130,-0.77,开放申购,开放赎回,0.12%
161815,YHKTZZT,QDII,银华抗通胀主题,,,0.46,0.46,,,开放申购,开放赎回,0.16%
161816,YHZZDQZ90ZSLOF,股票指数,银华中证等权重90指数(LOF),1.1285,1.1285,1.1386,1.1386,-0.0101,-0.89,开放申购,开放赎回,0.12%
161818,YHXFZTHH,混合型,银华消费主题混合,2.07,2.07,2.1008,2.1008,-0.0308,-1.47,开放申购,开放赎回,0.15%
161820,YHCZXYZQLOF,债券型,银华纯债信用债券(LOF),1.1060,1.4940,1.1060,1.4940,0,0.00,开放申购,开放赎回,0.08%
161823,YHYXCZZQLOFA,债券型,银华永兴纯债债券(LOF)A,1.1720,1.1720,1.1710,1.1710,0.0010,0.09,基金终止,开放赎回,0.08%
161824,YHYXCZZQLOFC,债券型,银华永兴纯债债券(LOF)C,1.1480,1.1480,1.1470,1.1470,0.0010,0.09,基金终止,开放赎回,0.00%
161831,YHHSZGQYZS,QDII-指数,银华恒生中国企业指数,0.9463,0.9463,0.9558,0.9558,-0.0095,-0.99,开放申购,开放赎回,0.12%
161834,YHXRLHPZHHLOF,混合型,银华鑫锐灵活配置混合(LOF),1.5830,1.5830,1.5930,1.5930,-0.01,-0.63,开放申购,开放赎回,0.15%
161837,YHDPLNDKHH,混合型,银华大盘两年定开混合,1.9803,1.9803,2.0026,2.0026,-0.0223,-1.11,暂停申购,暂停赎回,0.15%
161838,YHCYBLNDQKFHH,混合型,银华创业板两年定期开放混合,,,,,,,暂停申购,暂停赎回,0.15%
161902,WJZQSYZQ,债券型,万家增强收益债券,1.2489,2.2895,1.2503,2.2910,-0.0014,-0.11,开放申购,开放赎回,0.00%
161903,WJHYYXHHLOF,混合型,万家行业优选混合(LOF),2.3344,5.6556,2.3553,5.6927,-0.0209,-0.89,限大额,开放赎回,0.15%
161907,WJZZHLZSLOF,股票指数,万家中证红利指数(LOF),1.8554,1.8554,1.8534,1.8534,0.0020,0.11,开放申购,开放赎回,0.15%
161908,WJTLZQLOF,债券型,万家添利债券(LOF),1.1189,1.7739,1.1209,1.7764,-0.0020,-0.18,开放申购,开放赎回,0.00%
161910,WJXJYJZQDA,混合型,万家新机遇价值驱动A,2.5846,3.0563,2.6154,3.0871,-0.0308,-1.18,限大额,开放赎回,0.15%
161911,WJQHSYDKZ,定开债券,万家强化收益定开债,1.0119,1.4839,1.0118,1.4838,0.0001,0.01,暂停申购,暂停赎回,0.08%
161912,WJSHZR18GYDKA,混合型,万家社会责任18个月定开A,2.1072,2.5052,2.1886,2.5866,-0.0814,-3.72,暂停申购,暂停赎回,0.15%
161913,WJSHZR18GYDKC,混合型,万家社会责任18个月定开C,2.0911,2.4856,2.1720,2.5665,-0.0809,-3.72,暂停申购,暂停赎回,0.00%
161914,WJCYB2NDQKFHHA,混合型,万家创业板2年定期开放混合A,,,,,,,暂停申购,暂停赎回,0.15%
161915,WJCYB2NDQKFHHC,混合型,万家创业板2年定期开放混合C,,,,,,,暂停申购,暂停赎回,0.00%
162006,CCJFHHLOF,混合型,长城久富混合(LOF),2.2399,4.9697,2.2349,4.9647,0.0050,0.22,开放申购,开放赎回,0.15%
162102,JYZXPJXHH,混合型,金鹰中小盘精选混合,1.3126,3.3653,1.3146,3.3673,-0.0020,-0.15,开放申购,开放赎回,0.15%
162105,JYCJZLZQLOFC,债券型,金鹰持久增利债券(LOF)C,1.4751,1.8408,1.4789,1.8446,-0.0038,-0.26,开放申购,开放赎回,0.00%
162107,JYLHJXGPLOF,股票型,金鹰量化精选股票(LOF),1.0544,1.0544,1.0608,1.0608,-0.0064,-0.60,开放申购,开放赎回,0.15%
162108,JYYSZQXFQSC,债券型,金鹰元盛债券型发起式C,1.1520,1.3290,1.1510,1.3280,0.0010,0.09,开放申购,开放赎回,0.00%
162201,TDHLCZHH,混合型,泰达宏利成长混合,1.6659,4.0624,1.7045,4.1010,-0.0386,-2.26,开放申购,开放赎回,0.15%
162202,TDHLZQHH,混合型,泰达宏利周期混合,2.7164,4.7614,2.7813,4.8263,-0.0649,-2.33,开放申购,开放赎回,0.15%
162203,TDHLWDHH,混合型,泰达宏利稳定混合,2.9841,4.9241,3.0242,4.9642,-0.0401,-1.33,开放申购,开放赎回,0.15%
162204,TDHLHYHH,混合型,泰达宏利行业混合,8.1365,9.9415,8.2622,10.0672,-0.1257,-1.52,开放申购,开放赎回,0.15%
162205,TDHLFXYSHH,混合型,泰达宏利风险预算混合,1.3180,3.3020,1.3230,3.3070,-0.0050,-0.38,开放申购,开放赎回,0.15%
162207,TDHLXLYXHH,混合型,泰达宏利效率优选混合,2.3451,5.6404,2.3710,5.7027,-0.0259,-1.09,开放申购,开放赎回,0.15%
162208,TDHLSXQYGP,股票型,泰达宏利首选企业股票,1.8467,3.0250,1.8923,3.0706,-0.0456,-2.41,开放申购,开放赎回,0.15%
162209,TDHLSZYXHH,混合型,泰达宏利市值优选混合,1.7689,1.7689,1.7911,1.7911,-0.0222,-1.24,开放申购,开放赎回,0.15%
162210,TDHLJLZQA,债券型,泰达宏利集利债券A,1.3305,1.8922,1.33,1.8917,0.0005,0.04,开放申购,开放赎回,0.08%
162211,TDHLPZSHHH,混合型,泰达宏利品质生活混合,1.04,1.50,1.0530,1.5130,-0.0130,-1.23,开放申购,开放赎回,0.15%
162212,TDHLHLXFHH,混合型,泰达宏利红利先锋混合,1.5220,2.1610,1.53,2.1690,-0.0080,-0.52,开放申购,开放赎回,0.15%
162213,TDHLHS300ZSZQA,股票指数,泰达宏利沪深300指数增强A,2.4654,2.9054,2.4849,2.9249,-0.0195,-0.78,开放申购,开放赎回,0.12%
162214,TDHLLXZXPHH,混合型,泰达宏利领先中小盘混合,1.66,1.66,1.6890,1.6890,-0.0290,-1.72,开放申购,开放赎回,0.15%
162215,TDHLJLZQLOF,债券型,泰达宏利聚利债券(LOF),1.2560,1.9110,1.2670,1.9280,-0.0110,-0.87,开放申购,开放赎回,0.08%
162216,TDZZ500ZSZQLOF,股票指数,泰达中证500指数增强(LOF),1.3824,2.5607,1.3954,2.5737,-0.0130,-0.93,开放申购,开放赎回,0.12%
162299,TDHLJLZQC,债券型,泰达宏利集利债券C,1.2502,1.8056,1.2497,1.8051,0.0005,0.04,开放申购,开放赎回,0.00%
162307,HFTZZ100ZSLOFA,股票指数,海富通中证100指数(LOF)A,1.7370,2.0810,1.7420,2.0860,-0.0050,-0.29,限大额,开放赎回,0.12%
162411,HBBPYQSYGPRMBA,QDII-指数,华宝标普油气上游股票人民币A,,,0.3446,0.3446,,,限大额,开放赎回,0.15%
162412,HBZZYLZS,股票指数,华宝中证医疗指数,1.3675,0.7905,1.3892,0.7997,-0.0217,-1.56,限大额,开放赎回,0.12%
162413,HBZZ1000ZS,股票指数,华宝中证1000指数,0.9704,0.4063,0.9774,0.4088,-0.0070,-0.72,开放申购,开放赎回,0.10%
162414,HBXJYHHLOFA,混合型,华宝新机遇混合(LOF)A,1.5714,1.5714,1.5727,1.5727,-0.0013,-0.08,限大额,开放赎回,0.15%
162415,HBBPMGXFRMBA,QDII-指数,华宝标普美国消费人民币A,,,2.0410,2.0410,,,开放申购,开放赎回,0.12%
162416,HBGGTHSXG35,股票指数,华宝港股通恒生香港35,1.0198,1.0198,1.0219,1.0219,-0.0021,-0.21,开放申购,开放赎回,0.10%
162509,GLAZZ100ZSLOF,股票指数,国联安中证100指数(LOF),1.0910,1.0910,1.0960,1.0960,-0.0050,-0.46,限大额,开放赎回,0.12%
162510,GLASLZXBZZ,股票指数,国联安双力中小板综指,1.1440,1.9320,1.1530,1.9410,-0.0090,-0.78,开放申购,开放赎回,0.12%
162511,GLASJXYZQLOF,债券型,国联安双佳信用债券(LOF),0.8510,1.2240,0.85,1.2230,0.0010,0.12,开放申购,开放赎回,0.08%
162605,JSCCDYHHLOF,混合型,景顺长城鼎益混合(LOF),3.6190,6.41,3.69,6.4810,-0.0710,-1.92,限大额,开放赎回,0.15%
162607,JSCCZYLDHH,混合型,景顺长城资源垄断混合,0.77,3.3980,0.7710,3.3990,-0.0010,-0.13,限大额,开放赎回,0.15%
162703,GFXPCZHHLOFA,混合型,广发小盘成长混合(LOF)A,3.7560,6.0940,3.7818,6.1198,-0.0258,-0.68,开放申购,开放赎回,0.15%
162711,GFZZ500ETFLJA,联接基金,广发中证500ETF联接A,1.4290,1.4290,1.4384,1.4384,-0.0094,-0.65,开放申购,开放赎回,0.12%
162712,GFJLZQLOFA,债券型,广发聚利债券(LOF)A,1.4758,1.9509,1.4759,1.9510,-0.0001,-0.01,限大额,开放赎回,0.08%
162714,GFSZ100ZSLOFA,股票指数,广发深证100指数(LOF)A,1.9266,2.1458,1.9382,2.1574,-0.0116,-0.60,开放申购,开放赎回,0.12%
162715,GFJYZQLOFA,债券型,广发聚源债券(LOF)A,1.0890,1.2650,1.0890,1.2650,0,0.00,限大额,开放赎回,0.08%
162716,GFJYZQLOFC,债券型,广发聚源债券(LOF)C,1.0790,1.2280,1.0780,1.2270,0.0010,0.09,限大额,开放赎回,0.00%
162717,GFZRZZT,混合型,广发再融资主题,1.4270,1.4270,1.4240,1.4240,0.0030,0.21,限大额,开放赎回,0.15%
162719,GFDQSSYZSRMBA,QDII-指数,广发道琼斯石油指数人民币A,,,0.8874,0.8874,,,开放申购,开放赎回,0.12%
162720,GFCYBLNDKHH,混合型,广发创业板两年定开混合,,,,,,,暂停申购,暂停赎回,0.15%
162907,TXZZRLJBM400ZSLOF,股票指数,泰信中证锐联基本面400指数(LOF),1.1747,1.7432,1.1804,1.7504,-0.0057,-0.48,开放申购,开放赎回,0.12%
163001,CXYLBJHHLOF,混合型,长信医疗保健混合(LOF),2.1460,2.6860,2.1630,2.7030,-0.0170,-0.79,开放申购,开放赎回,0.15%
163003,CXLXZQLOFC,债券型,长信利鑫债券(LOF)C,0.6955,1.1275,0.6955,1.1275,0,0.00,开放申购,开放赎回,0.00%
163005,CXLZZQLOFC,债券型,长信利众债券(LOF)C,0.8204,1.1594,0.8207,1.1597,-0.0003,-0.04,开放申购,开放赎回,0.00%
163007,CXLZZQLOFA,债券型,长信利众债券(LOF)A,0.8004,1.2044,0.8006,1.2046,-0.0002,-0.02,开放申购,开放赎回,0.08%
163008,CXLXZQLOFA,债券型,长信利鑫债券(LOF)A,0.7107,1.1427,0.7107,1.1427,0,0.00,开放申购,开放赎回,0.08%
163109,SWLXSZCFZS,股票指数,申万菱信深证成份指数,0.7939,1.0122,0.7987,1.0170,-0.0048,-0.60,开放申购,开放赎回,0.12%
163110,SWLXLHXPGP,股票型,申万菱信量化小盘股票,2.2244,3.3080,2.2383,3.3219,-0.0139,-0.62,开放申购,开放赎回,0.15%
163111,SWLXZXBZSLOFA,股票指数,申万菱信中小板指数(LOF)A,1.6352,2.4341,1.6451,2.4440,-0.0099,-0.60,开放申购,开放赎回,0.12%
163113,SWLXZZSWZQHYZS,股票指数,申万菱信中证申万证券行业指数,1.0522,2.0911,1.0811,2.12,-0.0289,-2.67,开放申购,开放赎回,0.12%
163114,SWLXZZHBCYZSLOFA,股票指数,申万菱信中证环保产业指数(LOF)A,1.2555,2.2270,1.2688,2.2467,-0.0133,-1.05,开放申购,开放赎回,0.12%
163115,SWLXZZJGZS,股票指数,申万菱信中证军工指数,1.3203,2.1390,1.3392,2.1579,-0.0189,-1.41,开放申购,开放赎回,0.10%
163116,SWZZSWDZHYTZZSLOFA,股票指数,申万中证申万电子行业投资指数(LOF)A,1.0667,1.2438,1.0522,1.2269,0.0145,1.38,开放申购,开放赎回,0.12%
163118,SWLXZZSWYYSWZS,股票指数,申万菱信中证申万医药生物指数,1.1045,1.7955,1.1213,1.8228,-0.0168,-1.50,开放申购,开放赎回,0.12%
163208,NAYQNY,QDII,诺安油气能源,,,0.55,0.55,,,限大额,开放赎回,0.15%
163209,NACYBZSZQLOFA,股票指数,诺安创业板指数增强(LOF)A,1.9401,1.7922,1.9669,1.8011,-0.0268,-1.36,开放申购,开放赎回,0.12%
163210,NACZDKZA,定开债券,诺安纯债定开债A,1.0720,1.6590,1.0720,1.6590,0,0.00,暂停申购,暂停赎回,0.08%
163211,NACZDKZC,定开债券,诺安纯债定开债C,1.0650,1.6090,1.0650,1.6090,0,0.00,暂停申购,暂停赎回,0.00%
163302,DMZYYXHHLOF,混合型,大摩资源优选混合(LOF),1.7194,5.0306,1.7367,5.0479,-0.0173,-1.00,开放申购,开放赎回,0.15%
163402,XQQSTZHHLOF,混合型,兴全趋势投资混合(LOF),1.0667,11.4798,1.0748,11.5122,-0.0081,-0.75,开放申购,开放赎回,0.15%
163406,XQHRHH,混合型,兴全合润混合,2.1507,8.1791,2.1673,8.2423,-0.0166,-0.77,限大额,开放赎回,0.12%
163407,XQHS300ZSLOFA,股票指数,兴全沪深300指数(LOF)A,2.9017,2.9017,2.9124,2.9124,-0.0107,-0.37,限大额,开放赎回,0.12%
163409,XQLSTZHHLOF,混合型,兴全绿色投资混合(LOF),2.0490,3.7290,2.0510,3.7310,-0.0020,-0.10,开放申购,开放赎回,0.15%
163411,XQJXHH,混合型,兴全精选混合,3.9082,4.5366,3.9896,4.6311,-0.0814,-2.04,限大额,开放赎回,0.10%
163412,XQQZCHHLOF,混合型,兴全轻资产混合(LOF),3.7170,6.2810,3.7150,6.2790,0.0020,0.05,开放申购,开放赎回,0.15%
163415,XQSYMSYXHH,混合型,兴全商业模式优选混合,4.02,4.88,4.0480,4.9080,-0.0280,-0.69,限大额,开放赎回,0.15%
163417,XQHYHHLOFA,混合型,兴全合宜混合(LOF)A,2.0859,2.0859,2.10,2.10,-0.0141,-0.67,限大额,开放赎回,0.15%
163418,XQHXLNFBYZHHLOFA,混合型,兴全合兴两年封闭运作混合(LOF)A,,,1,1,,,暂停申购,暂停赎回,0.15%
163503,TZHXCZHHLOF,混合型,天治核心成长混合(LOF),0.7293,2.8389,0.7347,2.8494,-0.0054,-0.73,开放申购,开放赎回,0.15%
163801,ZYZGHHLOF,混合型,中银中国混合(LOF),2.2585,5.2727,2.2875,5.3017,-0.0290,-1.27,开放申购,开放赎回,0.15%
163803,ZYCXZZHHA,混合型,中银持续增长混合A,0.7039,4.3893,0.7180,4.4252,-0.0141,-1.96,开放申购,开放赎回,0.15%
163804,ZYSYHHA,混合型,中银收益混合A,2.4617,4.4541,2.4656,4.4580,-0.0039,-0.16,开放申购,开放赎回,0.15%
163805,ZYCLHH,混合型,中银策略混合,1.8605,3.2952,1.8848,3.3195,-0.0243,-1.29,开放申购,开放赎回,0.15%
163806,ZYZLZQ,债券型,中银增利债券,1.1370,1.7650,1.1370,1.7650,0,0.00,限大额,开放赎回,0.00%
163807,ZYYXHH,混合型,中银优选混合,2.2695,3.4751,2.2776,3.4832,-0.0081,-0.36,开放申购,开放赎回,0.15%
163808,ZYZZ100ZSZQ,股票指数,中银中证100指数增强,2.3510,2.3610,2.3620,2.3720,-0.0110,-0.47,开放申购,开放赎回,0.15%
163809,ZYLCHH,混合型,中银蓝筹混合,2.79,2.81,2.8380,2.8580,-0.0480,-1.69,开放申购,开放赎回,0.15%
163810,ZYJZHH,混合型,中银价值混合,3.1210,3.1410,3.1490,3.1690,-0.0280,-0.89,开放申购,开放赎回,0.15%
163811,ZYSLZQA,债券型,中银双利债券A,1.3360,1.8110,1.3360,1.8110,0,0.00,开放申购,开放赎回,0.08%
163812,ZYSLZQB,债券型,中银双利债券B,1.33,1.7560,1.3310,1.7570,-0.0010,-0.08,开放申购,开放赎回,0.00%
163813,ZYQQCL,QDII,中银全球策略,,,0.6850,0.6850,,,限大额,开放赎回,0.15%
163816,ZYZZZQZQA,债券型,中银转债增强债券A,2.9280,2.9280,2.9520,2.9520,-0.0240,-0.81,限大额,开放赎回,0.08%
163817,ZYZZZQZQB,债券型,中银转债增强债券B,2.8250,2.8250,2.8480,2.8480,-0.0230,-0.81,限大额,开放赎回,0.00%
163818,ZYZXPCZHH,混合型,中银中小盘成长混合,2.8140,2.8140,2.7910,2.7910,0.0230,0.82,开放申购,开放赎回,0.15%
163819,ZYXYZLZQLOFA,债券型,中银信用增利债券(LOF)A,1.0530,1.6240,1.0540,1.6250,-0.0010,-0.09,开放申购,开放赎回,0.08%
163821,ZYHS300DQZZS,股票指数,中银沪深300等权重指数,2.19,2.19,2.1930,2.1930,-0.0030,-0.14,开放申购,开放赎回,0.12%
163822,ZYZTCLHH,混合型,中银主题策略混合,3.6920,3.7920,3.6970,3.7970,-0.0050,-0.14,开放申购,开放赎回,0.15%
163823,ZYWJCLHH,混合型,中银稳健策略混合,1.6118,2.4811,1.6159,2.4874,-0.0041,-0.25,开放申购,开放赎回,0.15%
163825,ZYHLBNDKZ,定开债券,中银互利半年定开债,,,,,,,暂停申购,暂停赎回,0.80%
163827,ZYCYZZQA,债券型,中银产业债债券A,1.1974,1.4024,1.1982,1.4032,-0.0008,-0.07,开放申购,开放赎回,0.80%
163907,ZHHYCZFQS,债券型,中海惠裕纯债发起式,0.82,1.4170,0.82,1.4170,0,0.00,开放申购,开放赎回,0.06%
164105,HFQHHBZQLOF,债券型,华富强化回报债券(LOF),1.58,2.0310,1.5870,2.0380,-0.0070,-0.44,开放申购,开放赎回,0.08%
164205,THWHXXCY,股票型,天弘文化新兴产业,2.5423,2.9561,2.5698,2.9881,-0.0275,-1.07,开放申购,开放赎回,0.15%
164206,THTLZQLOFC,债券型,天弘添利债券(LOF)C,1.2372,1.7305,1.2486,1.7419,-0.0114,-0.91,开放申购,开放赎回,0.00%
164208,THFLZQLOF,债券型,天弘丰利债券(LOF),1.1226,1.8410,1.1256,1.8440,-0.0030,-0.27,开放申购,开放赎回,0.06%
164210,THTLZQLOFC,债券型,天弘同利债券(LOF)C,1.1249,1.6789,1.1241,1.6781,0.0008,0.07,开放申购,开放赎回,0.00%
164304,XHZZHBCYZS,股票指数,新华中证环保产业指数,1.1904,1.1904,1.2038,1.2038,-0.0134,-1.11,开放申购,开放赎回,0.10%
164401,QHKYZZJKCYZS,股票指数,前海开源中证健康产业指数,1.0764,1.0764,1.0868,1.0868,-0.0104,-0.96,开放申购,开放赎回,0.12%
164402,QHKYZHJGZS,股票指数,前海开源中航军工指数,1.2140,1.2140,1.2340,1.2340,-0.02,-1.62,开放申购,开放赎回,0.12%
164403,QHKYHGSNYHH,混合型,前海开源沪港深农业混合,1.52,1.54,1.54,1.56,-0.02,-1.30,开放申购,开放赎回,0.15%
164508,GFZZ100ZSZQLOF,股票指数,国富中证100指数增强(LOF),1.61,1.7330,1.6180,1.7410,-0.0080,-0.49,开放申购,开放赎回,0.12%
164509,GFHLZQLOFA,债券型,国富恒利债券(LOF)A,0.9313,1.6455,0.9305,1.6447,0.0008,0.09,开放申购,开放赎回,0.08%
164510,GFHLZQLOFC,债券型,国富恒利债券(LOF)C,1.0488,1.2791,1.0479,1.2782,0.0009,0.09,开放申购,开放赎回,0.00%
164606,HTBRXYZLZ,债券型,华泰柏瑞信用增利债,1.1726,1.3661,1.1743,1.3678,-0.0017,-0.14,开放申购,开放赎回,0.08%
164701,HTFHJJGJS,QDII,汇添富黄金及贵金属,,,0.7930,0.7930,,,开放申购,开放赎回,0.08%
164702,HTFJJHDKZ,定开债券,汇添富季季红定开债,1.0270,1.5610,1.0270,1.5610,0,0.00,暂停申购,暂停赎回,0.06%
164703,HTFCZZQLOF,债券型,汇添富纯债债券(LOF),0.8410,1.7290,0.8410,1.7290,0,0.00,限大额,开放赎回,0.08%
164705,HTFHSZSA,QDII-指数,汇添富恒生指数A,1.1067,1.2517,1.1118,1.2568,-0.0051,-0.46,限大额,开放赎回,0.12%
164808,GYSJSYZQLOF,债券型,工银四季收益债券(LOF),1.0777,1.7031,1.0784,1.7038,-0.0007,-0.06,限大额,开放赎回,0.08%
164809,GYZZ500ETFLJA,联接基金,工银中证500ETF联接A,1.1645,1.4967,1.1722,1.5044,-0.0077,-0.66,限大额,开放赎回,0.10%
164810,GYCZDKZ,定开债券,工银纯债定开债,1.0380,1.3660,1.0380,1.3660,0,0.00,暂停申购,暂停赎回,0.08%
164811,GYZZJJJXTFZZSA,股票指数,工银中证京津冀协同发展指数A,1.1093,1.6397,1.1052,1.6336,0.0041,0.37,开放申购,开放赎回,0.10%
164814,GYSZZQZQ,债券型,工银双债增强债券,1.1130,1.6690,1.1180,1.6740,-0.0050,-0.45,开放申购,开放赎回,0.08%
164818,GYZZCMZSLOFA,股票指数,工银中证传媒指数(LOF)A,0.9829,0.2964,0.9839,0.2966,-0.0010,-0.10,开放申购,开放赎回,1.00%
164824,GYYDJJRMB,QDII,工银印度基金人民币,,,1.0797,1.0797,,,开放申购,开放赎回,0.12%
164825,GYZZJJJXTFZZSC,股票指数,工银中证京津冀协同发展指数C,1.1070,1.1070,1.1029,1.1029,0.0041,0.37,开放申购,开放赎回,0.00%
164902,JYXYTLZQLOF,债券型,交银信用添利债券(LOF),1.1719,1.6579,1.1715,1.6575,0.0004,0.03,开放申购,开放赎回,0.08%
164905,JYXNYZSLOF,股票指数,交银新能源指数(LOF),1.1646,1.2231,1.1750,1.2341,-0.0104,-0.89,开放申购,开放赎回,0.12%
164906,JYZZHWZGHLWZS,QDII-指数,交银中证海外中国互联网指数,,,2.0350,2.0350,,,开放申购,开放赎回,0.12%
164908,JYZZHJZLLOF,股票指数,交银中证环境治理(LOF),0.4680,0.4680,0.4730,0.4730,-0.0050,-1.06,开放申购,开放赎回,0.12%
165309,JXHS300ZSLOF,股票指数,建信沪深300指数(LOF),1.8988,1.8988,1.9076,1.9076,-0.0088,-0.46,开放申购,开放赎回,0.12%
165310,JXHS300ZSZQLOFA,股票指数,建信沪深300指数增强(LOF)A,1.4503,2.3063,1.4616,2.3176,-0.0113,-0.77,开放申购,开放赎回,0.15%
165311,JXXYZQZQLOFA,债券型,建信信用增强债券(LOF)A,1.4110,1.5620,1.4090,1.56,0.0020,0.14,限大额,开放赎回,0.80%
165312,JXYSCJ50ZSLOF,股票指数,建信央视财经50指数(LOF),1.3309,2.5374,1.3345,2.5410,-0.0036,-0.27,限大额,开放赎回,0.12%
165313,JXYSDLHHLOF,混合型,建信优势动力混合(LOF),3.1520,3.1520,3.1710,3.1710,-0.0190,-0.60,开放申购,开放赎回,0.15%
165314,JXXYZQZQLOFC,债券型,建信信用增强债券(LOF)C,1.3780,1.3780,1.3760,1.3760,0.0020,0.15,限大额,开放赎回,0.00%
165317,JXFYDCLHHLOF,混合型,建信丰裕多策略混合(LOF),2.4607,2.4607,2.5021,2.5021,-0.0414,-1.65,开放申购,开放赎回,0.15%
165508,XCSDJZHHLOF,混合型,信诚深度价值混合(LOF),2.7710,2.7710,2.7880,2.7880,-0.0170,-0.61,开放申购,开放赎回,0.15%
165509,XCZQSYZQLOF,债券型,信诚增强收益债券(LOF),1.3570,1.9730,1.3620,1.9780,-0.0050,-0.37,限大额,开放赎回,0.08%
165510,XCSGPZ,QDII,信诚四国配置,,,0.8440,0.8440,,,限大额,开放赎回,0.16%
165511,ZXBCZZ500ZSLOF,股票指数,中信保诚中证500指数(LOF),1.52,1.9620,1.5310,1.9680,-0.0110,-0.72,限大额,开放赎回,0.12%
165512,XCXJYHHLOF,混合型,信诚新机遇混合(LOF),1.9610,3.4930,1.9770,3.5090,-0.0160,-0.81,开放申购,开放赎回,0.15%
