基金代码,scale,m_fee,c_fee,sale_fee,sub_fee
010055,0.1,1.5,0.25,0.5,0.00
010058,2.63,0.7,0.2,0.0,0.10
010064,33.79,1.5,0.2,0.0,0.15
010065,3.78,1.5,0.2,0.4,0.00
010066,0.17,1.0,0.15,0.0,1.20
010067,1.98,1.0,0.15,0.4,0.00
010068,22.4,0.6,0.15,0.0,0.08
010069,2.11,0.6,0.15,0.4,0.00
010070,1.16,0.8,0.1,0.0,1.50
010071,1.02,0.8,0.1,0.15,0.00
010072,15.14,0.8,0.1,0.0,0.15
010073,3.08,0.8,0.1,0.15,0.00
010076,1.07,1.5,0.25,0.0,0.15
010077,0.66,1.5,0.25,0.4,0.00
010078,2.0,0.8,0.2,0.0,0.08
010079,0.4,0.8,0.2,0.4,0.00
010083,67.78,0.3,0.1,0.0,0.08
010086,10.0,0.3,0.1,0.0,0.80
010087,0.0,0.3,0.1,0.25,0.00
010088,70.13,1.5,0.25,0.0,0.15
010089,2.64,1.5,0.25,0.8,0.00
010090,4.93,1.5,0.25,0.0,0.15
010091,0.91,1.5,0.25,0.8,0.00
010093,0.0,1.5,0.2,0.1,0.00
010094,67.34,1.5,0.25,0.0,0.15
010096,1.06,0.4,0.1,0.0,0.80
010097,0.19,0.4,0.1,0.4,0.00
010098,0.95,0.4,0.1,0.01,0.00
010102,1.0,0.6,0.15,0.0,0.08
010103,1.8,0.6,0.15,0.4,0.00
010104,49.49,1.5,0.25,0.0,0.15
010105,1.21,1.5,0.25,0.4,0.00
010109,56.24,1.5,0.25,0.0,0.15
010110,38.89,1.5,0.25,0.0,0.15
010111,14.35,1.5,0.25,0.4,0.00
010112,49.41,1.5,0.25,0.0,0.15
010113,10.11,1.5,0.25,0.4,0.00
010114,13.19,1.5,0.25,0.0,0.15
010116,26.27,1.5,0.25,0.0,1.50
010117,2.79,1.5,0.25,0.4,0.00
010122,13.2,1.5,0.25,0.0,0.15
010123,0.94,1.5,0.25,0.8,0.00
010126,19.23,1.5,0.25,0.0,0.15
010127,4.56,1.5,0.25,0.8,0.00
010128,4.65,1.5,0.25,0.0,0.15
010129,0.42,1.5,0.25,0.5,0.00
010132,39.68,1.5,0.25,0.0,0.15
010133,5.71,1.5,0.25,0.6,0.00
010134,0.31,1.5,0.25,0.4,0.00
010135,3.42,1.5,0.25,0.0,0.15
010136,0.13,1.5,0.25,0.3,0.00
010141,19.53,1.5,0.25,0.0,1.50
010142,5.29,1.5,0.25,0.8,0.00
010145,17.19,0.3,0.05,0.0,0.04
010146,0.5,0.3,0.05,0.4,0.00
010147,31.97,1.5,0.25,0.0,0.15
010150,0.01,1.5,0.25,0.2,0.00
010151,0.91,1.5,0.1,0.0,0.15
010152,0.65,1.5,0.1,0.8,0.00
010153,0.87,0.8,0.15,0.0,0.10
010154,0.84,0.8,0.15,0.3,0.00
010155,3.23,1.5,0.25,0.0,0.15
010156,0.41,1.5,0.25,0.4,0.00
010159,0.11,1.5,0.25,0.4,0.00
010160,6.82,1.5,0.25,0.4,0.00
010167,0.7,1.5,0.25,0.4,0.00
010168,0.18,0.3,0.1,0.0,0.035
010169,3.7,0.3,0.1,0.1,0.00
010172,0.46,1.2,0.2,0.4,0.00
010183,0.03,0.15,0.05,0.4,0.00
010185,5.42,0.65,0.1,0.0,1.50
010188,12.75,0.6,0.15,0.0,0.08
010189,9.54,0.6,0.15,0.6,0.00
010193,0.51,1.0,0.2,0.0,0.08
010199,7.62,0.8,0.15,0.0,0.80
010200,0.01,0.8,0.15,0.4,0.00
010202,0.58,0.6,0.1,0.0,0.15
010203,3.04,0.6,0.1,0.3,0.00
010205,5.95,0.7,0.1,0.0,0.80
010206,0.0,0.7,0.1,0.3,0.00
010210,0.0,0.5,0.1,0.3,0.00
010215,23.01,0.8,0.1,0.0,0.08
010216,0.02,0.8,0.1,0.6,0.00
010218,5.39,0.65,0.1,0.0,1.50
010223,0.95,0.3,0.05,0.0,0.03
010224,0.0,0.7,0.12,0.1,0.00
010226,0.01,0.3,0.05,0.3,0.00
010227,12.58,0.3,0.05,0.35,0.00
010228,0.0,1.2,0.25,0.01,0.00
010229,0.0,1.2,0.25,0.0,1.20
010232,2.0,0.3,0.1,0.0,0.80
010234,0.0,1.0,0.25,0.8,0.00
010235,0.46,1.5,0.25,0.4,0.00
010236,0.06,1.5,0.25,0.4,0.00
010239,1.76,0.6,0.1,0.0,0.08
010244,0.25,0.6,0.1,0.5,0.00
010245,0.88,1.5,0.25,0.4,0.00
010246,0.0,1.5,0.25,0.8,0.00
010266,56.58,0.6,0.15,0.0,0.10
010268,2.69,0.6,0.1,0.0,0.10
010269,0.78,0.6,0.1,0.5,0.00
010271,5.58,1.5,0.25,0.0,0.15
010272,3.37,1.5,0.25,0.4,0.00
010282,3.42,1.5,0.25,0.0,0.15
010283,1.01,1.5,0.25,0.4,0.00
010291,0.02,1.5,0.25,0.5,0.00
010293,23.79,1.2,0.2,0.0,0.15
010296,6.84,1.5,0.25,0.0,0.15
010297,1.28,1.5,0.25,0.5,0.00
010298,75.62,1.5,0.25,0.0,0.15
010305,56.23,1.5,0.25,0.0,0.15
010306,4.94,1.5,0.25,0.7,0.00
010307,0.52,1.5,0.1,0.0,0.15
010308,0.24,1.5,0.1,0.8,0.00
010309,4.6,0.3,0.1,0.0,0.08
010310,0.4,0.3,0.1,0.25,0.00
010311,0.14,1.5,0.25,0.4,0.00
010312,0.27,1.5,0.25,0.4,0.00
010321,0.04,1.5,0.25,0.4,0.00
010324,0.0,0.3,0.1,0.05,0.00
010343,0.09,0.8,0.25,0.0,0.12
010344,0.02,0.8,0.25,0.4,0.00
010349,0.0,1.5,0.25,0.5,0.00
010351,0.16,0.75,0.15,0.4,0.00
010352,0.0,1.0,0.15,0.4,0.00
010355,0.0,1.0,0.15,0.4,0.00
010356,0.0,1.0,0.22,0.4,0.00
010363,18.51,1.5,0.25,0.0,0.15
010364,1.16,1.0,0.15,0.1,0.00
010365,2.75,0.75,0.15,0.1,0.00
010366,0.06,0.75,0.15,0.1,0.00
010369,45.71,0.6,0.1,0.0,0.10
010370,6.63,0.6,0.1,0.4,0.00
010371,18.13,1.5,0.25,0.0,0.15
010372,4.63,1.5,0.25,0.4,0.00
010387,44.42,1.5,0.25,0.0,0.15
010388,4.2,1.5,0.25,0.4,0.00
010389,33.41,1.5,0.25,0.0,0.15
010390,0.72,1.5,0.25,0.8,0.00
010393,35.61,1.5,0.25,0.0,0.15
010394,3.77,1.5,0.25,0.8,0.00
010395,0.5,0.6,0.1,0.0,0.15
010396,1.54,0.6,0.1,0.3,0.00
010397,37.0,0.3,0.1,0.0,0.80
010398,2.7,0.6,0.1,0.0,1.00
010399,0.4,0.6,0.1,0.4,0.00
010401,8.5,0.7,0.15,0.0,0.12
010402,1.23,0.7,0.15,0.4,0.00
010405,22.05,1.5,0.15,0.0,0.12
010406,25.0,0.15,0.05,0.0,0.60
010407,1.0,0.15,0.05,0.1,0.00
010409,32.35,1.5,0.25,0.0,0.15
010419,0.07,1.0,0.22,0.3,0.00
010432,0.0,0.5,0.1,0.2,0.00
010433,0.17,1.5,0.25,0.4,0.00
010434,0.11,1.5,0.25,0.0,0.15
010439,170.86,0.6,0.15,0.0,0.08
010444,13.08,0.8,0.2,0.0,0.80
010445,9.26,0.8,0.2,0.6,0.00
010452,25.21,1.5,0.25,0.0,0.15
010453,1.5,1.5,0.25,0.4,0.00
010465,1.54,0.6,0.1,0.0,1.00
010466,2.13,0.6,0.1,0.4,0.00
010478,2.23,0.6,0.1,0.0,0.10
010484,0.0,1.5,0.25,0.4,0.00
010497,70.06,0.15,0.05,0.0,0.50
010498,2.7,0.25,0.05,0.0,0.06
010499,0.0,0.25,0.05,0.1,0.00
010500,0.15,1.5,0.25,0.4,0.00
010505,0.0,1.5,0.25,0.4,0.00
010510,0.0,0.27,0.08,0.35,0.00
010512,0.0,0.27,0.08,0.35,0.00
010513,2.24,0.7,0.1,0.0,0.80
010514,0.93,0.7,0.1,0.4,0.00
010524,0.0,0.5,0.1,0.3,0.00
010531,0.02,0.5,0.1,0.3,0.00
010551,5.32,1.5,0.2,0.0,0.12
010556,0.04,0.8,0.2,0.4,0.00
010562,12.66,1.5,0.25,0.0,0.15
010563,1.75,1.5,0.25,0.2,0.00
010565,1.57,0.3,0.08,0.0,0.04
010566,0.0,0.3,0.08,0.01,0.00
010567,4.24,0.3,0.08,0.4,0.00
010572,0.02,0.5,0.1,0.3,0.00
010573,0.02,0.6,0.15,0.3,0.00
010585,7.23,1.5,0.25,0.0,0.15
010586,1.68,1.5,0.25,0.5,0.00
010591,35.45,1.6,0.3,0.0,1.50
010629,0.0,0.8,0.2,0.2,0.00
010636,1.54,0.6,0.1,0.0,0.80
010637,0.54,0.6,0.1,0.3,0.00
010643,6.28,0.6,0.15,0.0,0.08
010654,5.36,1.0,0.25,0.0,0.12
010655,1.64,1.0,0.25,0.4,0.00
010661,0.0,0.8,0.2,0.5,0.00
010667,0.0,1.5,0.25,0.5,0.00
010677,0.0,0.5,0.1,0.25,0.00
010685,0.65,1.5,0.25,0.6,0.00
010696,6.18,1.5,0.25,0.6,0.00
010712,0.5,0.6,0.1,0.0,1.00
010713,3.7,0.6,0.1,0.1,0.00
010722,0.0,0.5,0.1,0.1,0.00
010753,0.0,0.3,0.1,0.0,0.60
010771,0.58,0.6,0.1,0.0,0.15
010772,2.64,0.6,0.1,0.3,0.00
010789,0.01,0.8,0.25,0.1,0.00
010805,0.8,0.5,0.05,0.0,0.12
010806,0.55,0.5,0.05,0.4,0.00
010810,2.14,0.3,0.1,0.0,0.035
010811,0.01,0.3,0.1,0.4,0.00
010812,0.01,1.5,0.25,0.4,0.00
010819,3.44,0.8,0.2,0.0,0.08
010820,1.9,0.8,0.2,0.6,0.00
010821,0.0,1.5,0.25,0.0,1.50
010839,0.14,0.6,0.1,0.0,0.60
010840,0.02,0.6,0.1,0.2,0.00
010841,0.0,1.5,0.25,0.4,0.00
010842,0.05,1.5,0.25,0.4,0.00
010856,2.2,0.3,0.1,0.0,0.80
010871,0.0,0.7,0.2,0.35,0.00
010872,0.11,0.8,0.15,0.0,0.12
010873,0.08,0.8,0.15,0.3,0.00
010933,0.0,0.3,0.1,0.2,0.00
010964,5.45,1.0,0.2,0.2,0.00
010989,0.0,0.5,0.1,0.4,0.00
010990,0.03,0.5,0.1,0.4,0.00
010991,0.02,1.5,0.25,0.8,0.00
011020,0.21,1.5,0.25,0.1,0.00
011057,0.0,0.25,0.08,0.2,0.00
011060,0.0,1.5,0.25,0.6,0.00
011062,0.0,0.15,0.05,0.1,0.00
011066,0.0,1.5,0.25,0.4,0.00
011068,0.14,1.5,0.25,0.4,0.00
011073,1.89,0.6,0.1,0.0,0.80
011074,1.35,0.6,0.1,0.3,0.00
011081,0.0,1.5,0.25,0.4,0.00
011082,0.0,1.5,0.25,0.4,0.00
011084,0.1,0.6,0.1,0.0,1.20
011085,0.0,0.6,0.1,0.4,0.00
011113,0.38,1.5,0.25,0.6,0.00
011114,0.0,0.6,0.1,0.4,0.00
011120,0.0,1.5,0.25,0.6,0.00
011124,0.0,1.5,0.25,0.6,0.00
011125,0.0,1.5,0.25,0.6,0.00
011126,0.0,1.5,0.25,0.6,0.00
011131,0.0,1.5,0.25,0.6,0.00
011142,0.39,1.5,0.25,0.0,0.15
011143,0.36,1.5,0.25,0.6,0.00
011146,0.05,1.5,0.25,0.0,0.15
011147,0.05,1.5,0.25,0.4,0.00
011149,0.05,1.5,0.25,0.0,0.15
011150,0.05,1.5,0.25,0.5,0.00
011151,0.0,1.5,0.25,0.6,0.00
011172,0.0,1.5,0.2,0.4,0.00
011183,0.0,1.5,0.25,0.4,0.00
011245,0.0,0.3,0.1,0.4,0.00
020001,18.34,1.5,0.25,0.0,0.15
020002,0.72,0.6,0.2,0.0,0.08
020015,3.46,1.5,0.25,0.0,0.15
020018,2.12,1.5,0.25,0.0,0.15
020019,2.51,0.7,0.2,0.0,0.10
020020,1.45,0.7,0.2,0.4,0.00
020021,7.34,0.5,0.1,0.0,0.12
020023,3.92,1.5,0.25,0.0,0.15
020026,13.8,1.5,0.25,0.0,0.15
040001,20.82,1.5,0.25,0.0,0.15
040004,44.81,1.2,0.25,0.0,0.12
040005,28.87,1.5,0.25,0.0,0.15
040007,24.2,1.5,0.25,0.0,0.15
040008,61.47,1.5,0.25,0.0,0.15
040009,5.39,0.6,0.2,0.0,0.08
040010,1.85,0.6,0.2,0.4,0.00
040011,7.97,1.5,0.25,0.0,0.15
040012,0.69,0.7,0.2,0.0,0.08
040013,0.44,0.7,0.2,0.4,0.00
040015,3.02,1.5,0.25,0.0,0.15
040016,5.96,1.5,0.25,0.0,0.15
040018,5.83,1.5,0.3,0.0,0.16
040019,1.93,0.65,0.18,0.35,0.00
040020,7.12,1.5,0.25,0.0,0.15
040021,0.44,1.5,0.3,0.0,0.15
040022,2.37,0.7,0.2,0.0,0.08
040023,1.65,0.7,0.2,0.35,0.00
040025,11.28,1.5,0.25,0.0,0.15
040035,33.57,1.5,0.25,0.0,0.15
040036,1.2,0.65,0.15,0.0,0.08
040037,0.27,0.65,0.15,0.35,0.00
040045,1.7,0.3,0.1,0.0,0.045
040180,2.19,0.5,0.1,0.0,0.12
040190,0.58,0.5,0.1,0.0,0.12
050001,34.58,1.5,0.25,0.0,0.18
050004,31.04,1.5,0.25,0.0,0.15
050006,2.11,0.6,0.2,0.3,0.00
050007,5.24,1.5,0.25,0.0,0.15
050008,16.46,1.5,0.25,0.0,0.15
050009,39.7,1.5,0.25,0.0,0.15
050010,7.27,1.5,0.25,0.0,0.15
050011,29.5,0.7,0.2,0.0,0.08
050012,4.33,1.5,0.25,0.0,0.15
050013,1.27,0.5,0.1,0.0,0.12
050014,2.9,1.5,0.25,0.0,0.15
050015,1.02,1.8,0.35,0.0,0.16
050016,57.9,0.7,0.2,0.0,0.08
050018,2.34,1.5,0.25,0.0,0.15
050019,10.73,0.75,0.2,0.0,0.08
050021,2.48,0.5,0.1,0.0,0.08
050022,10.22,1.5,0.25,0.0,0.15
050024,1.09,0.5,0.1,0.0,0.12
050025,8.87,0.6,0.25,0.0,0.12
050026,68.4,1.5,0.25,0.0,0.15
050027,42.12,0.6,0.15,0.0,0.08
050030,31.67,0.8,0.25,0.0,0.08
050106,1.38,0.6,0.2,0.0,0.08
050111,9.57,0.7,0.2,0.35,0.00
050116,7.87,0.7,0.2,0.35,0.00
050119,3.59,0.75,0.2,0.4,0.00
050201,15.53,1.5,0.25,0.0,0.20
050202,31.67,0.8,0.25,0.0,0.80
050203,31.67,0.8,0.25,0.0,0.80
070001,35.97,1.5,0.25,0.0,0.15
070003,29.64,1.5,0.25,0.0,0.15
070010,34.74,1.5,0.25,0.0,0.15
070011,46.5,1.5,0.25,0.0,0.15
070012,41.69,1.8,0.3,0.0,0.15
070013,23.55,1.5,0.25,0.0,0.15
070015,6.57,0.7,0.2,0.0,0.08
070016,9.65,0.7,0.2,0.3,0.00
070018,7.56,1.5,0.25,0.0,0.15
070020,39.22,0.65,0.18,0.4,0.00
070021,12.77,1.5,0.25,0.0,0.15
070022,10.21,1.5,0.25,0.0,0.15
070023,8.62,0.5,0.1,0.0,0.12
070025,5.1,0.7,0.2,0.0,0.08
070026,1.91,0.7,0.2,0.35,0.00
070027,10.49,1.5,0.25,0.0,0.15
070030,0.92,0.5,0.1,0.0,0.12
070031,0.54,1.7,0.35,0.0,0.15
070032,25.81,1.5,0.25,0.0,0.15
070039,1.87,0.15,0.05,0.4,0.00
070099,30.22,1.5,0.25,0.0,0.15
080001,2.88,1.5,0.25,0.0,0.15
080002,0.9,1.5,0.25,0.0,0.15
080003,2.98,0.75,0.2,0.0,0.08
080005,1.59,1.5,0.25,0.0,0.15
080006,0.25,1.8,0.3,0.0,0.15
080007,0.32,1.5,0.25,0.0,0.12
080008,0.16,1.0,0.25,0.0,0.15
080012,12.9,1.5,0.25,0.0,0.15
080015,1.99,1.5,0.25,0.0,0.12
090004,15.47,1.5,0.25,0.0,0.15
090006,16.7,0.8,0.2,0.0,0.10
090009,1.54,1.5,0.25,0.0,0.15
090010,22.38,0.75,0.15,0.0,0.12
090011,1.78,1.5,0.25,0.0,0.15
090012,1.83,0.5,0.1,0.0,0.12
090013,2.57,1.5,0.25,0.0,0.15
090015,3.38,1.5,0.25,0.0,0.15
090016,1.5,1.5,0.25,0.0,0.15
090017,0.22,1.0,0.2,0.0,0.08
090018,8.92,1.5,0.25,0.0,0.15
090019,0.4,1.5,0.25,0.0,0.15
090020,1.08,1.5,0.25,0.0,0.15
100016,6.46,1.5,0.25,0.0,0.15
100020,107.13,1.5,0.25,0.0,0.15
100022,42.7,1.5,0.25,0.0,0.15
100026,42.18,1.5,0.25,0.0,0.15
100032,40.37,1.2,0.2,0.0,0.15
100035,18.4,0.7,0.2,0.0,0.08
100037,2.93,0.7,0.2,0.4,0.00
100038,66.32,1.0,0.18,0.0,0.12
100050,3.0,0.9,0.22,0.0,0.08
100055,1.51,1.8,0.35,0.0,0.15
100056,22.08,1.5,0.25,0.0,0.15
100060,53.79,1.5,0.25,0.0,0.15
100061,35.45,1.6,0.3,0.0,0.15
110001,31.1,1.5,0.25,0.0,0.15
110002,12.86,1.5,0.25,0.0,0.15
110003,240.22,1.2,0.2,0.0,0.15
110008,142.97,0.6,0.2,0.0,0.08
110009,35.69,1.5,0.25,0.0,0.15
110010,59.84,1.5,0.25,0.0,0.15
110012,4.63,1.5,0.25,0.0,0.15
110013,56.82,1.5,0.25,0.0,0.15
110015,23.59,1.5,0.25,0.0,0.15
110017,75.41,0.65,0.2,0.0,0.08
110018,19.2,0.65,0.2,0.4,0.00
110019,17.0,0.5,0.1,0.0,0.12
110020,56.3,0.15,0.05,0.0,0.12
110021,1.98,0.5,0.1,0.0,0.12
110022,347.1,1.5,0.25,0.0,0.15
110023,53.1,1.5,0.25,0.0,0.15
110025,9.32,1.5,0.25,0.0,0.15
110026,51.83,0.5,0.1,0.0,0.12
110027,116.9,0.7,0.2,0.0,0.08
110028,30.81,0.7,0.2,0.4,0.00
110029,50.0,1.5,0.25,0.0,0.15
110030,14.81,0.8,0.15,0.0,0.15
110031,12.71,0.6,0.2,0.0,0.12
110032,12.71,0.6,0.2,0.0,1.20
110033,12.71,0.6,0.2,0.0,1.20
110035,21.2,0.7,0.2,0.0,0.08
110036,11.09,0.7,0.2,0.4,0.00
110037,39.99,0.35,0.1,0.0,0.08
110038,8.06,0.35,0.1,0.4,0.00
110052,1.07,0.3,0.1,0.3,0.00
110053,0.61,0.3,0.1,0.0,0.03
112002,11.26,1.5,0.25,0.0,0.20
118001,11.3,1.5,0.35,0.0,0.16
118002,0.51,1.2,0.35,0.0,0.12
121001,1.63,0.75,0.2,0.0,0.065
121002,9.06,1.5,0.25,0.0,0.15
121006,10.04,1.5,0.25,0.0,0.15
121010,1.49,1.5,0.25,0.0,0.15
121012,18.72,0.75,0.2,0.0,0.08
128112,4.0,0.75,0.2,0.4,0.00
150103,15.83,1.5,0.25,0.0,1.00
150968,12.03,1.5,0.25,0.0,0.15
160119,82.31,0.5,0.1,0.0,0.12
160123,0.31,0.3,0.1,0.0,0.08
160124,0.37,0.3,0.1,0.35,0.00
160125,2.99,1.6,0.3,0.0,0.13
160133,31.78,1.5,0.25,0.0,0.15
160140,0.5,0.8,0.25,0.0,0.12
160141,0.26,0.8,0.25,0.4,0.00
160144,0.02,1.5,0.25,0.6,0.00
160211,10.06,1.5,0.25,0.0,0.15
160212,15.3,1.5,0.25,0.0,0.15
160215,11.39,1.5,0.25,0.0,0.15
160217,4.35,0.5,0.15,0.0,0.08
160218,9.95,1.0,0.2,0.0,0.10
160219,15.92,1.0,0.2,0.0,0.10
160221,28.2,1.0,0.22,0.0,0.00
160222,81.78,1.0,0.2,0.0,0.00
160223,1.88,0.5,0.15,0.0,0.12
160224,4.63,0.5,0.1,0.0,0.10
160225,29.73,0.5,0.2,0.0,0.12
160311,39.73,1.5,0.25,0.0,0.15
160314,29.9,1.5,0.25,0.0,0.15
160322,1.11,1.5,0.25,0.0,0.15
160323,3.73,1.0,0.2,0.0,0.10
160324,1.66,1.5,0.25,0.0,0.12
160415,0.13,1.5,0.25,0.0,0.15
160418,5.24,1.0,0.22,0.0,0.12
160419,6.1,1.0,0.22,0.0,0.12
160420,8.57,1.0,0.22,0.0,0.12
160421,1.55,1.5,0.25,0.0,0.15
160422,5.82,0.5,0.1,0.0,0.12
160424,11.05,0.5,0.1,0.25,0.00
160512,3.16,1.5,0.25,0.0,0.15
160513,0.15,0.6,0.15,0.0,0.80
160514,0.58,0.6,0.15,0.35,0.00
160516,2.6,0.5,0.1,0.0,0.10
160517,3.79,0.5,0.15,0.0,0.10
160518,2.27,1.5,0.25,0.0,0.15
160519,1.38,1.5,0.25,0.0,0.15
160522,0.53,1.5,0.25,0.0,0.15
160603,6.11,1.5,0.2,0.0,0.14
160605,19.89,1.5,0.25,0.0,0.15
160615,4.69,0.75,0.15,0.0,0.12
160616,2.86,0.75,0.15,0.0,0.12
160620,1.32,1.0,0.22,0.0,0.12
160621,3.33,0.8,0.2,0.0,0.08
160622,13.71,0.7,0.2,0.0,0.08
160624,7.07,1.5,0.25,0.0,0.15
160625,12.48,1.0,0.22,0.0,0.12
160626,6.48,1.0,0.22,0.0,0.12
160627,5.07,1.5,0.25,0.0,0.15
160628,4.25,1.0,0.22,0.0,0.12
160629,7.86,1.0,0.22,0.0,0.12
160630,72.18,1.0,0.22,0.0,0.12
160631,25.42,1.0,0.22,0.0,0.12
160632,50.54,1.0,0.22,0.0,0.12
160633,15.77,1.0,0.22,0.0,0.12
160634,1.67,1.0,0.22,0.0,0.12
160635,0.99,0.75,0.15,0.0,0.12
160636,1.15,1.0,0.22,0.0,0.12
160637,1.56,1.0,0.22,0.0,0.12
160638,3.21,1.0,0.22,0.0,0.12
160639,1.33,1.0,0.22,0.0,0.12
160642,4.45,1.5,0.25,0.0,0.15
160643,3.66,1.0,0.15,0.0,0.12
160644,1.24,1.5,0.3,0.0,0.15
160706,153.22,0.5,0.1,0.0,0.15
160716,12.51,1.0,0.18,0.0,0.12
160717,1.97,0.75,0.25,0.0,0.15
160718,0.52,0.7,0.2,0.0,0.08
160722,1.41,1.5,0.25,0.0,0.15
160724,2.32,0.5,0.1,0.4,0.00
160725,0.21,1.0,0.18,0.4,0.00
160805,6.86,1.5,0.25,0.0,0.15
160813,3.86,1.5,0.25,0.0,0.15
160814,1.01,1.0,0.22,0.0,0.12
160916,43.17,1.25,0.25,0.0,0.15
160918,16.73,1.5,0.25,0.0,0.15
160919,3.03,1.5,0.25,0.0,0.15
160922,0.14,1.0,0.25,0.0,0.12
160924,0.84,1.0,0.2,0.0,0.12
160925,1.29,0.5,0.1,0.0,0.12
161010,3.46,0.6,0.2,0.0,0.08
161015,14.34,0.7,0.2,0.35,0.00
161017,50.69,1.0,0.15,0.0,0.15
161022,20.7,1.0,0.22,0.0,0.12
161024,76.35,1.0,0.22,0.0,0.12
161025,3.3,1.0,0.12,0.0,0.12
161026,51.02,1.0,0.22,0.0,0.12
161027,25.61,1.0,0.22,0.0,0.12
161028,94.18,1.0,0.22,0.0,0.12
161029,6.33,1.0,0.22,0.0,0.12
161030,2.05,1.0,0.22,0.0,0.12
161031,18.72,1.0,0.22,0.0,0.12
161032,4.43,1.0,0.12,0.0,0.00
161033,2.94,1.0,0.2,0.0,0.12
161035,6.33,1.2,0.2,0.0,0.12
161036,0.82,1.2,0.25,0.0,0.12
161037,0.65,1.2,0.2,0.0,0.12
161039,1.98,1.0,0.15,0.0,0.12
161115,3.28,0.3,0.1,0.0,0.08
161118,2.74,1.0,0.22,0.0,0.12
161119,4.31,0.3,0.1,0.0,0.08
161120,0.44,0.3,0.1,0.35,0.00
161121,5.86,0.5,0.1,0.0,0.10
161122,6.99,0.5,0.1,0.0,0.10
161123,6.3,1.0,0.22,0.0,0.10
161124,0.2,0.8,0.25,0.0,0.12
161125,3.24,0.8,0.25,0.0,0.12
161126,0.42,0.8,0.25,0.0,0.12
161127,0.89,0.8,0.25,0.0,0.12
161128,7.78,0.8,0.25,0.0,0.12
161130,7.36,0.8,0.25,0.0,0.12
161211,3.33,0.6,0.13,0.0,0.12
161213,0.44,0.6,0.13,0.0,0.12
161216,4.15,0.7,0.2,0.0,0.08
161217,1.44,0.6,0.13,0.0,0.12
161219,14.07,1.5,0.25,0.0,0.15
161221,0.17,0.7,0.2,0.4,0.00
161222,1.5,1.5,0.25,0.0,0.15
161224,1.26,1.5,0.25,0.0,0.15
161225,1.24,1.5,0.25,0.0,0.15
161227,4.46,0.75,0.15,0.0,0.12
161229,2.14,1.8,0.3,0.0,0.15
161232,4.87,1.5,0.25,0.0,0.15
161233,6.85,1.5,0.25,0.0,0.15
161505,6.26,0.7,0.2,0.0,0.08
161506,0.1,0.7,0.2,0.3,0.00
161601,20.59,1.5,0.25,0.0,0.15
161603,0.98,0.6,0.2,0.0,0.12
161604,62.98,1.0,0.2,0.0,0.15
161605,6.68,1.5,0.25,0.0,0.16
161606,86.84,1.5,0.25,0.0,0.15
161607,9.39,1.3,0.2,0.0,0.15
161609,11.93,1.5,0.25,0.0,0.15
161610,32.34,1.5,0.25,0.0,0.15
161611,2.54,1.5,0.25,0.0,0.15
161612,1.2,1.0,0.2,0.0,0.12
161614,4.32,0.6,0.2,0.0,0.08
161616,21.26,1.5,0.25,0.0,0.15
161620,0.39,1.5,0.25,0.0,0.15
161624,0.26,0.7,0.2,0.0,0.08
161625,0.06,0.7,0.2,0.4,0.00
161626,0.67,0.7,0.2,0.0,0.08
161627,0.04,0.7,0.2,0.4,0.00
161628,0.51,1.0,0.22,0.0,0.12
161631,9.05,0.8,0.15,0.0,0.12
161706,23.9,1.5,0.25,0.0,0.15
161715,0.9,1.0,0.22,0.0,0.12
161718,0.29,1.0,0.2,0.0,0.10
161719,0.31,0.7,0.2,0.0,0.07
161721,4.23,1.0,0.2,0.0,0.10
161723,12.6,1.0,0.2,0.0,0.10
161724,11.62,1.0,0.22,0.0,0.10
161725,568.47,1.0,0.22,0.0,0.10
161726,149.84,1.0,0.22,0.0,0.10
161727,1.08,1.5,0.15,0.0,0.15
161810,60.57,1.5,0.25,0.0,0.15
161811,1.18,1.0,0.22,0.0,0.12
161812,20.49,1.0,0.2,0.0,0.12
161815,0.56,1.8,0.35,0.0,0.16
161816,1.74,1.0,0.22,0.0,0.12
161818,7.33,1.5,0.25,0.0,0.15
161820,42.13,0.6,0.2,0.0,0.08
161823,6.42,0.315,0.1,0.0,0.08
161824,0.09,0.315,0.1,0.4,0.00
161831,8.31,1.0,0.28,0.0,0.12
161834,5.08,1.5,0.25,0.0,0.15
161902,0.7,0.7,0.2,0.4,0.00
161907,0.43,0.75,0.15,0.0,0.15
161908,0.37,0.7,0.2,0.35,0.00
162006,11.27,1.5,0.25,0.0,0.15
162102,3.92,1.5,0.25,0.0,0.15
162105,1.2,0.7,0.2,0.35,0.00
162107,0.09,1.5,0.25,0.0,0.15
162108,0.28,0.7,0.2,0.4,0.00
162201,7.28,1.5,0.25,0.0,0.15
162202,2.8,1.5,0.25,0.0,0.15
162203,3.6,1.5,0.25,0.0,0.15
162204,9.97,1.5,0.25,0.0,0.15
162205,6.97,0.7,0.25,0.0,0.15
162207,10.55,1.5,0.25,0.0,0.15
162208,6.01,1.5,0.25,0.0,0.15
162209,11.85,1.5,0.25,0.0,0.15
162210,3.11,0.6,0.2,0.0,0.08
162211,0.19,0.7,0.25,0.0,0.15
162212,1.02,1.5,0.25,0.0,0.15
162213,3.23,0.65,0.12,0.0,0.12
162214,0.84,1.5,0.25,0.0,0.15
162215,0.39,0.7,0.2,0.0,0.08
162216,3.9,1.0,0.2,0.0,0.12
